,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.42,0.7,0.18,0.43,0.27
open-data-kit.csv,0.67,0.87,0.18,0.84,0.69
qtractor.csv,0.25,0.76,0.16,0.39,0.19
quarkplayer.csv,0.38,0.29,0.55,0.43,0.12
turbotrader-bos.csv,0.12,0.22,0.07,0.25,0.15
