,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.48,0.53,0.5,0.45,0.61
open-data-kit.csv,0.37,0.41,0.47,0.44,0.5
qtractor.csv,0.5,0.43,0.52,0.38,0.7
quarkplayer.csv,0.91,0.96,0.85,0.81,0.86
turbotrader-bos.csv,0.58,0.68,0.88,0.46,0.81
