,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,esmf.csv,mule.csv,jsecurity.csv,delphilhlplib.csv,piccolo2d.csv,libopenmetaverse.csv,gbif-indexingtoolkit.csv,mptvseries.csv,vars-redux.csv
avifile.csv,0.18,0.0,0.31,0.32,0.56,0.29,0.3,0.78,0.18,0.71,0.24,0.74,0.21
delphilhlplib.csv,0.34,1.0,0.2,0.51,0.09,0.35,0.3,0.28,0.57,0.34,0.52,0.03,0.6
esmf.csv,0.57,1.0,0.45,0.57,0.28,0.39,0.82,0.11,0.7,0.49,0.56,0.26,0.81
gbif-indexingtoolkit.csv,0.62,0.75,0.2,0.86,0.28,0.41,0.43,0.56,0.57,0.34,0.36,0.13,0.33
jgameai.csv,0.72,0.75,0.32,0.37,0.87,0.5,0.5,0.0,0.06,0.31,0.42,0.74,0.27
jsecurity.csv,0.32,0.0,0.32,0.16,0.36,0.1,0.25,0.56,0.34,0.49,0.36,0.81,0.07
libopenmetaverse.csv,1.0,1.0,0.99,1.0,0.88,1.0,1.0,1.0,0.99,0.29,0.98,0.71,1.0
mptvseries.csv,0.35,0.75,0.28,0.1,0.17,0.31,0.09,0.0,0.16,0.26,0.16,0.26,0.15
mule.csv,0.75,0.25,0.18,0.35,0.5,0.41,0.02,0.61,0.67,0.66,0.44,0.32,0.18
piccolo2d.csv,0.31,0.0,0.3,0.25,0.09,0.11,0.1,0.5,0.27,0.37,0.38,0.16,0.39
vars-redux.csv,0.68,0.75,0.54,0.25,0.55,0.55,0.49,0.83,0.2,0.49,0.48,0.65,0.37
werx.csv,0.85,0.0,1.0,0.98,1.0,0.9,0.99,0.94,1.0,1.0,0.82,0.97,0.9
