,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,0.52,0.69,0.56,0.72,0.57,0.37,0.0,0.27,0.56,0.56,0.7,0.63,0.69,0.74,0.0,0.78,0.56,0.0,0.68,0.43
arcallians.csv,0.58,0.66,0.65,0.84,0.74,0.05,0.09,0.54,0.57,0.53,0.5,0.37,0.6,0.64,0.55,0.46,0.47,0.63,0.75,0.2
arianne.csv,0.71,0.3,0.0,0.42,0.0,0.72,0.2,0.0,0.61,0.24,0.0,0.0,0.13,0.24,0.05,0.61,0.09,0.55,0.5,0.62
aztec.csv,0.27,0.6,0.21,0.38,0.68,0.76,0.41,0.64,0.48,0.55,0.62,0.51,0.23,0.52,0.51,0.28,0.66,0.65,0.62,0.53
biopax.csv,0.21,0.57,0.0,0.27,0.5,0.54,0.0,0.0,0.0,0.63,0.27,0.57,0.0,0.09,0.0,0.85,0.0,0.13,0.36,0.44
bl-toolkit.csv,0.54,0.23,0.75,0.39,0.0,0.21,0.65,0.0,0.59,0.0,0.0,0.0,0.52,0.46,0.0,0.35,0.64,0.59,0.0,0.48
clamav.csv,0.63,0.66,0.43,0.52,0.57,0.4,0.47,0.6,0.62,0.71,0.54,0.62,0.59,0.59,0.59,0.38,0.56,0.68,0.46,0.56
crux-framework.csv,0.32,0.22,0.15,0.19,0.27,0.41,0.15,0.42,0.21,0.29,0.52,0.61,0.25,0.34,0.54,0.05,0.97,0.25,0.18,0.33
gnupdate.csv,0.55,0.48,0.19,0.64,0.52,0.21,0.29,0.21,0.6,0.47,0.81,0.45,0.61,0.48,0.13,0.4,0.82,0.51,0.61,0.0
jmule.csv,0.62,0.61,0.69,0.81,0.72,0.62,0.46,0.0,0.6,0.58,0.8,0.61,0.71,0.68,0.0,0.62,0.51,0.65,0.75,0.88
mbse.csv,0.46,0.5,0.1,0.3,0.48,0.31,0.57,0.71,0.63,0.51,0.51,0.7,0.68,0.57,0.5,0.25,0.61,0.66,0.5,0.44
mplayer-ce.csv,0.61,0.72,0.64,0.59,0.61,0.29,0.35,0.43,0.5,0.24,0.68,0.66,0.48,0.62,0.58,0.69,0.43,0.17,0.66,0.6
ng4j.csv,0.4,0.58,0.52,0.83,0.54,0.05,0.31,0.45,0.67,0.24,0.82,0.43,0.65,0.61,0.52,0.51,0.88,0.62,0.81,0.66
ns-3-dev-def-routing.csv,0.43,0.29,0.6,0.71,0.71,0.47,0.4,0.05,0.19,0.48,0.58,0.47,0.4,0.63,0.39,0.56,0.35,0.3,0.38,0.0
openxava.csv,0.4,0.49,0.1,0.07,0.24,0.4,0.77,0.13,0.53,0.74,0.23,0.47,0.46,0.31,0.24,0.17,0.67,0.29,0.49,0.55
phonon-vlc-mplayer.csv,0.3,0.59,0.72,0.79,0.48,0.05,0.32,0.59,0.6,0.35,0.71,0.48,0.61,0.63,0.54,0.55,0.77,0.58,0.5,0.0
qgis.csv,0.42,0.65,0.44,0.79,0.44,0.0,0.23,0.0,0.63,0.24,0.0,0.0,0.52,0.6,0.0,0.75,0.62,0.49,0.53,0.0
vars-redux.csv,0.59,0.59,0.61,0.49,0.6,0.24,0.77,0.17,0.7,0.65,0.49,0.62,0.57,0.6,0.5,0.39,0.59,0.59,0.61,0.69
xamj.csv,0.66,0.58,0.66,0.28,0.6,0.46,0.51,0.64,0.71,0.57,0.06,0.43,0.51,0.54,0.39,0.36,0.79,0.71,0.56,0.63
yafdotnet.csv,0.66,0.62,0.3,0.44,0.56,0.39,0.69,0.13,0.58,0.12,0.45,0.42,0.69,0.58,0.41,0.48,0.47,0.65,0.51,0.43
