,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,3.0,0.0,15.0,0.0,0.0,5.0,0.0
emulemorph.csv,108.0,355.0,158.0,92.0,60.0,276.0,0.0
htmlunit.csv,5.0,355.0,17.0,3.0,0.0,0.0,20.0
jvcl.csv,108.0,355.0,0.0,4.0,0.0,16.0,109.0
m-m-m.csv,2.0,58.0,8.0,11.0,0.0,26.0,16.0
nh3d.csv,108.0,0.0,158.0,92.0,60.0,276.0,109.0
wgs-assembler.csv,0.0,53.0,29.0,0.0,0.0,4.0,4.0
