,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,0.14,0.09,0.13,1.0,0.82,0.49,0.09
emulemorph.csv,0.0,0.0,0.0,0.0,0.0,0.0,1.0
htmlunit.csv,0.37,0.0,0.13,0.42,0.89,1.0,0.06
jvcl.csv,0.0,0.0,1.0,0.18,1.0,0.16,0.0
m-m-m.csv,0.37,0.01,0.08,0.23,1.0,0.29,0.02
nh3d.csv,0.0,1.0,0.0,0.0,0.0,0.0,0.0
wgs-assembler.csv,1.0,0.02,0.07,0.25,0.94,0.29,0.08
