,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.59,0.56,0.0,0.46,0.79,0.0,0.58,0.85,0.7,0.4,0.71,0.47,0.75,0.16,0.94,0.5,0.0,0.95,0.0,0.65
alleg.csv,0.45,0.52,0.81,0.06,0.64,0.74,0.11,0.81,0.33,0.4,0.71,0.4,0.25,0.63,0.15,0.5,0.63,0.88,0.65,0.12
biodwh.csv,0.5,0.44,0.0,0.38,0.36,0.3,0.11,0.41,0.47,0.2,0.71,0.33,0.25,0.42,0.0,0.83,0.36,0.34,0.65,0.62
factor.csv,0.23,0.07,0.12,0.05,0.43,0.3,0.01,0.47,0.4,0.4,1.0,0.0,0.25,0.68,0.0,0.33,0.4,0.88,0.44,0.18
iaml.csv,0.36,0.27,0.06,0.7,0.21,0.33,0.66,0.13,0.1,0.2,0.29,0.4,0.75,0.26,0.14,0.75,0.2,0.12,0.33,0.59
icescrum.csv,0.54,0.65,0.38,0.62,0.5,0.23,0.21,0.29,0.37,0.6,0.43,0.47,0.5,0.74,0.26,0.83,0.27,0.54,0.7,0.53
jbasic.csv,0.8,0.82,0.94,0.78,0.43,0.84,0.5,0.79,0.97,0.8,1.0,1.0,1.0,0.84,0.1,0.92,0.7,0.51,0.72,0.71
jcache.csv,0.9,0.83,0.88,0.89,0.07,0.9,0.39,0.91,0.83,0.9,0.43,0.87,1.0,0.79,0.97,0.58,0.63,0.27,0.72,0.94
ktc.csv,0.76,0.58,0.44,0.68,0.43,0.55,0.29,0.44,0.53,0.5,0.71,0.47,1.0,0.79,0.44,0.58,0.35,0.2,0.67,0.53
moast.csv,0.21,0.26,0.5,1.0,1.0,1.0,0.78,0.69,0.2,1.0,0.14,0.47,0.5,0.74,0.97,1.0,1.0,0.05,1.0,0.68
natpad.csv,0.52,0.67,0.5,0.19,0.71,0.6,0.27,0.84,0.67,0.7,0.71,0.47,0.5,0.63,0.2,0.67,0.77,0.88,0.79,0.32
nebuladevice.csv,0.43,0.27,1.0,0.44,0.57,0.0,0.48,0.52,0.1,0.0,0.29,0.67,0.25,0.42,0.87,0.25,0.11,0.93,0.0,0.24
nosleepsoftware.csv,0.07,0.11,0.88,0.06,0.0,0.14,0.11,0.05,0.0,0.0,0.0,0.33,0.0,0.0,0.01,0.08,0.16,0.1,0.07,0.12
pixel-commandos.csv,0.2,0.28,0.0,0.16,0.36,0.1,0.26,0.3,0.27,0.3,0.0,0.07,1.0,0.16,0.22,0.17,0.08,0.0,0.09,0.09
riff-evolve.csv,0.71,0.59,0.0,0.29,0.64,0.32,0.49,0.69,0.53,0.9,0.86,0.4,0.75,0.58,1.0,0.92,0.09,0.54,0.51,0.82
rosegarden.csv,0.82,0.7,0.38,0.81,0.29,0.6,0.34,0.88,0.73,0.7,1.0,0.67,1.0,0.68,0.33,0.25,0.52,0.24,0.77,0.88
smarttag.csv,0.77,0.66,0.06,0.14,0.57,0.22,0.29,0.6,0.77,0.3,0.43,0.47,1.0,0.53,0.93,0.17,0.02,0.95,0.0,0.47
wxcode.csv,0.63,0.53,0.38,0.44,0.0,0.39,0.15,0.53,0.57,0.3,1.0,0.67,0.5,0.47,0.03,0.33,0.29,0.07,0.33,0.79
xined.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.91
zemljanka.csv,0.83,0.83,0.81,1.0,1.0,0.65,0.99,0.64,0.77,0.7,0.71,0.93,1.0,0.68,1.0,1.0,0.81,0.98,0.81,0.97
