,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.47,0.51,1.08,0.82,0.9,1.0,0.61,0.94,0.34,0.77,0.34,0.68,0.31,0.84,0.93,0.63,1.0,0.74,1.0,0.95
alleg.csv,0.6,0.61,0.69,0.94,0.8,0.42,0.89,0.72,0.78,0.72,0.53,0.64,0.96,0.78,0.96,0.8,0.76,0.45,0.42,0.89
biodwh.csv,0.54,0.59,1.01,0.64,0.67,0.78,0.89,0.62,0.54,0.82,0.32,0.71,0.75,0.6,1.0,0.25,0.64,0.68,0.47,0.42
factor.csv,0.79,0.95,1.02,0.95,0.75,0.76,0.99,0.63,0.64,0.6,0.54,1.01,0.84,0.81,1.01,0.74,0.9,0.25,0.58,0.83
iaml.csv,0.68,0.75,0.94,0.57,0.83,0.68,0.47,0.87,0.9,0.83,0.72,0.7,0.33,0.74,0.93,0.69,0.8,1.0,0.71,0.42
icescrum.csv,0.5,0.49,0.64,0.47,0.65,0.79,0.82,0.76,0.66,0.56,0.62,0.7,0.55,0.32,0.92,0.71,0.73,0.73,0.53,0.55
jbasic.csv,0.65,0.8,0.92,0.43,0.88,0.73,0.77,0.8,0.93,0.93,0.92,0.85,0.51,0.86,0.9,0.86,0.63,1.0,0.51,0.77
jcache.csv,0.71,0.69,0.86,0.68,0.93,0.9,0.87,0.64,0.77,0.66,0.7,0.55,0.35,0.6,0.59,0.56,0.58,0.79,0.74,0.18
ktc.csv,0.33,0.45,0.67,0.45,0.7,0.66,0.83,0.66,0.58,0.64,0.39,0.66,0.32,0.57,0.89,0.53,0.69,0.85,0.45,0.47
moast.csv,0.98,0.82,0.71,1.0,1.0,1.0,0.88,0.63,0.82,1.0,0.95,0.79,0.75,0.74,0.05,1.0,1.0,0.99,1.0,0.89
natpad.csv,0.54,0.58,0.79,0.81,0.8,0.6,0.73,0.73,0.55,0.65,0.45,0.59,0.7,0.67,0.94,0.79,0.81,0.37,0.43,0.7
nebuladevice.csv,0.83,0.84,0.7,0.86,0.71,1.0,0.88,0.75,0.99,1.01,0.94,0.41,0.96,0.79,0.87,0.85,0.89,0.61,1.0,1.13
nosleepsoftware.csv,0.96,0.9,0.32,0.95,1.0,0.86,0.92,0.95,1.0,1.0,1.02,0.68,1.03,1.02,1.03,0.93,0.84,0.92,0.97,0.88
pixel-commandos.csv,0.8,0.72,1.0,0.84,0.72,0.9,0.75,0.72,0.76,0.78,1.0,0.94,0.05,0.85,0.78,0.84,0.92,1.0,0.91,0.91
riff-evolve.csv,0.42,0.47,1.04,0.73,0.69,0.76,0.64,0.4,0.52,0.64,0.19,0.7,0.33,0.54,0.76,0.64,0.91,0.51,0.54,0.28
rosegarden.csv,0.38,0.38,0.77,0.65,0.75,0.69,0.71,0.92,0.52,0.48,0.26,0.56,0.26,0.47,0.87,0.78,0.58,0.89,0.42,0.34
smarttag.csv,0.47,0.58,1.09,0.86,0.56,0.84,0.76,0.6,0.72,0.75,0.67,0.64,0.45,0.57,0.9,0.87,0.98,0.74,1.0,0.57
wxcode.csv,0.41,0.49,0.64,0.6,1.0,0.69,0.9,0.68,0.51,0.7,0.18,0.54,0.52,0.55,1.02,0.68,0.72,0.96,0.69,0.27
xined.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.81,1.0,0.33
zemljanka.csv,0.84,0.88,0.75,1.0,0.82,0.7,0.98,0.68,0.84,0.89,0.78,0.81,0.7,0.59,0.86,0.97,0.19,1.0,0.83,1.0
