,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,6.0,1.0,62.0,0.0,4.0,142.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,14.0,210.0,0.0,106.0,3.0
alleg.csv,6.0,6.0,0.0,1.0,2.0,1.0,0.0,2.0,11.0,0.0,0.0,1.0,40.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0
biodwh.csv,5.0,8.0,62.0,1.0,3.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
factor.csv,4.0,6.0,0.0,0.0,8.0,1.0,0.0,2.0,10.0,0.0,1.0,85.0,27.0,3.0,257.0,14.0,0.0,0.0,0.0,0.0
iaml.csv,11.0,5.0,1.0,4.0,6.0,0.0,1.0,3.0,1.0,6.0,5.0,0.0,10.0,0.0,0.0,13.0,0.0,6.0,2.0,0.0
icescrum.csv,0.0,4.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,17.0,0.0,9.0,0.0,0.0,18.0,0.0,1.0,2.0,6.0
jbasic.csv,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,16.0,0.0,3.0,2.0,14.0,2.0,0.0,16.0,0.0,3.0,5.0,17.0
jcache.csv,4.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,30.0,4.0,6.0,1.0,0.0,10.0,0.0,0.0,1.0,2.0
ktc.csv,2.0,3.0,10.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,15.0,6.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0
moast.csv,6.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,14.0,0.0,32.0,5.0,42.0,1.0,0.0,18.0,0.0,3.0,1.0,26.0
natpad.csv,7.0,6.0,0.0,0.0,2.0,0.0,1.0,2.0,4.0,0.0,0.0,1.0,32.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0
nebuladevice.csv,1.0,22.0,1.0,0.0,4.0,142.0,0.0,0.0,17.0,52.0,42.0,0.0,20.0,2.0,2.0,15.0,0.0,0.0,106.0,3.0
nosleepsoftware.csv,13.0,5.0,1.0,9.0,52.0,0.0,0.0,0.0,161.0,52.0,82.0,1.0,94.0,50.0,2.0,10.0,0.0,1.0,15.0,0.0
pixel-commandos.csv,5.0,2.0,62.0,1.0,6.0,2.0,0.0,0.0,5.0,0.0,82.0,4.0,0.0,3.0,0.0,1.0,0.0,63.0,0.0,0.0
riff-evolve.csv,1.0,0.0,62.0,1.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,5.0,5.0,0.0,3.0,0.0,0.0,3.0,0.0
rosegarden.csv,13.0,1.0,9.0,0.0,4.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,6.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0
smarttag.csv,6.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,11.0,4.0,22.0,0.0,7.0,2.0,2.0,5.0,0.0,0.0,106.0,2.0
wxcode.csv,3.0,4.0,6.0,0.0,52.0,1.0,3.0,0.0,4.0,2.0,0.0,8.0,6.0,2.0,1.0,0.0,0.0,2.0,5.0,3.0
xined.csv,284.0,360.0,62.0,128.0,4.0,142.0,244.0,183.0,161.0,0.0,82.0,85.0,94.0,50.0,257.0,82.0,210.0,0.0,106.0,4.0
zemljanka.csv,5.0,3.0,1.0,0.0,4.0,1.0,0.0,0.0,14.0,0.0,48.0,4.0,23.0,3.0,1.0,18.0,0.0,0.0,1.0,3.0
