,google-collections.csv,forester-atv.csv,mediate.csv,st-filteredstatistics.csv,projectfactory.csv,geotools.csv,l2j.csv,thedata.csv
forester-atv.csv,0.61,0.46,0.9,0.86,0.86,0.74,0.84,1.0
geotools.csv,0.53,0.63,0.84,0.86,0.73,0.46,0.8,0.71
google-collections.csv,0.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0
l2j.csv,0.84,0.97,0.9,0.73,0.82,0.66,0.44,0.87
mediate.csv,0.75,0.9,0.53,0.75,0.72,0.81,0.63,1.0
projectfactory.csv,0.84,0.54,0.72,0.56,0.6,0.52,0.68,0.54
st-filteredstatistics.csv,0.47,0.87,1.0,0.22,1.0,0.71,0.55,0.87
thedata.csv,1.02,0.51,0.86,0.86,0.82,0.75,0.74,0.08
