,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,0.27,0.14,0.98,0.08,0.21,0.58
exl.csv,0.43,0.32,0.48,0.68,0.18,0.99
opennms.csv,0.96,0.09,0.39,0.18,0.07,0.05
phet.csv,0.28,0.96,0.23,0.71,0.08,0.05
runuomondains.csv,0.06,0.06,0.16,0.24,1.0,0.0
