,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,0.29,0.16,1.0,1.0,0.18,0.94
exl.csv,0.3,0.22,0.37,1.0,0.12,1.0
opennms.csv,1.0,0.1,0.48,1.0,0.05,1.0
phet.csv,0.23,1.0,0.23,0.99,0.06,0.5
runuomondains.csv,0.17,0.12,0.38,1.0,1.0,0.0
