,selenium.csv,cities3d.csv,levent.csv,xemeiah.csv,bwapi.csv,img-browse-sort.csv,somap.csv,pnotepad.csv
bwapi.csv,0.57,0.16,0.81,0.46,0.84,0.41,0.95,0.87
cities3d.csv,0.46,0.28,0.0,0.32,0.12,0.09,0.58,0.48
img-browse-sort.csv,0.64,0.21,0.72,0.68,0.32,0.67,0.83,0.76
levent.csv,0.68,0.19,0.81,0.59,0.73,0.5,0.9,0.0
pnotepad.csv,0.69,0.24,0.67,0.7,0.52,0.41,0.85,0.93
selenium.csv,0.67,0.27,0.58,0.62,0.32,0.5,0.87,0.53
somap.csv,0.53,0.16,0.81,0.54,0.85,0.44,0.91,0.89
xemeiah.csv,0.67,0.28,0.62,0.73,0.58,0.46,0.77,0.75
