,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,0.38,0.77,0.53,0.26
columba.csv,0.7,0.23,0.66,0.65
decidr.csv,0.82,0.91,0.73,0.75
jajuk.csv,0.78,0.77,0.93,1.0
