,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,1.01,0.3,0.92,0.93
columba.csv,0.4,0.91,0.47,0.42
decidr.csv,0.87,0.87,0.36,0.51
jajuk.csv,0.3,0.64,0.88,0.98
