,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,oscarmcmaster.csv
amateur-scrolls.csv,0.39,0.15,0.44,0.19,0.3,0.77,0.0,0.96,0.38,0.42
fritzing.csv,0.67,0.61,0.97,0.59,0.7,0.5,0.23,0.49,0.41,0.59
jlinalg.csv,0.99,0.5,0.53,0.48,0.8,0.71,0.34,0.56,0.66,0.57
knowledge.csv,0.5,0.3,0.3,0.05,1.0,0.6,0.09,0.53,0.0,0.58
massiv.csv,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.07
oscarmcmaster.csv,0.15,0.19,0.13,0.04,0.18,0.29,0.12,0.29,0.05,0.95
playerstage.csv,0.35,0.44,0.66,0.96,0.49,0.52,0.34,0.5,0.33,0.5
quarkplusplus.csv,0.75,0.61,0.63,0.54,0.56,0.72,0.4,0.7,1.0,0.63
rtrt-on-gpu.csv,0.05,0.34,0.3,0.28,0.33,0.29,1.0,0.28,0.42,0.13
superwaba.csv,0.48,0.92,0.69,0.67,0.67,0.82,0.44,0.56,0.65,0.56
