,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,oscarmcmaster.csv
amateur-scrolls.csv,0.34,0.12,0.4,0.16,0.26,0.75,0.0,0.95,0.33,0.38
fritzing.csv,0.64,0.58,0.96,0.59,0.73,0.5,0.2,0.45,0.38,0.6
jlinalg.csv,1.0,0.74,0.72,0.9,0.87,1.0,0.4,0.9,0.92,0.83
knowledge.csv,0.46,0.26,0.26,0.98,1.0,1.0,0.9,0.9,0.92,0.74
massiv.csv,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.06
oscarmcmaster.csv,0.12,0.16,0.11,0.03,0.15,0.25,0.1,0.25,0.04,0.94
playerstage.csv,0.3,0.4,0.65,0.95,0.45,0.5,0.3,0.45,0.29,0.47
quarkplusplus.csv,0.82,0.6,0.74,0.5,0.5,0.75,0.4,0.8,1.0,0.7
rtrt-on-gpu.csv,0.04,0.3,0.26,0.24,0.29,0.25,1.0,0.25,0.38,0.11
superwaba.csv,0.44,0.9,0.76,0.67,0.69,1.0,0.4,0.9,0.67,0.64
