,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,0.55,0.38,0.17,0.27,0.27,0.78,0.39,0.61,0.47,0.41,0.5,0.5,0.59,0.31,0.62,0.64,0.52,0.53,0.45
elvishrayrenderer.csv,0.4,0.19,0.0,0.68,0.53,0.56,0.37,0.69,0.68,0.48,0.63,0.51,0.46,0.27,0.32,0.37,0.55,0.69,0.8
graphmak.csv,0.59,0.01,0.02,0.7,0.45,0.1,0.04,0.58,0.63,0.53,0.28,0.4,0.44,0.39,0.0,0.63,0.0,0.21,0.47
jmol.csv,0.51,0.0,0.74,0.32,0.66,0.45,0.62,0.09,0.62,0.32,0.66,0.23,0.24,0.66,0.68,0.54,0.24,0.41,0.64
mesa3d.csv,0.32,0.62,0.06,0.37,0.57,0.18,0.37,0.61,0.29,0.76,0.54,0.45,0.4,0.19,0.7,0.62,0.52,0.39,0.55
minig.csv,0.17,0.41,0.0,0.56,0.36,0.69,0.0,0.63,0.2,0.44,0.0,0.68,0.0,0.53,0.39,0.31,0.44,0.61,0.24
moving-pictures.csv,0.35,0.76,0.06,0.41,0.49,0.42,0.22,0.48,0.68,0.5,0.29,0.45,0.62,0.34,0.06,0.51,0.0,0.58,0.5
ngl.csv,0.6,0.2,0.48,0.69,0.61,0.5,0.7,0.59,0.68,0.71,0.51,0.63,0.59,0.13,0.11,0.59,0.15,0.61,0.53
nunit.csv,0.53,0.62,0.33,0.63,0.48,0.69,0.0,0.61,0.61,0.31,0.45,0.55,0.49,0.45,0.16,0.38,0.16,0.63,0.44
octave.csv,0.46,0.35,0.12,0.1,0.54,0.1,0.4,0.13,0.55,0.0,0.47,0.32,0.35,0.06,0.28,0.27,0.23,0.46,0.33
opengs.csv,0.38,0.68,0.09,0.59,0.11,0.18,0.51,0.5,0.76,0.6,0.2,0.47,0.48,0.52,0.58,0.32,0.56,0.42,0.46
owlib.csv,0.7,0.65,0.62,0.71,0.65,0.64,0.51,0.74,0.58,0.67,0.65,0.66,0.58,0.59,0.64,0.58,0.65,0.59,0.66
prelude.csv,0.05,0.0,0.85,0.0,0.33,0.59,0.77,0.27,0.57,0.36,0.0,0.52,0.35,0.23,0.67,0.27,0.61,0.46,0.47
tokratan.csv,0.52,0.63,0.12,0.5,0.06,0.51,0.8,0.72,0.46,0.69,0.5,0.48,0.42,0.67,0.61,0.54,0.6,0.56,0.59
xfce.csv,0.63,0.65,0.12,0.46,0.51,0.8,0.5,0.44,0.66,0.56,0.52,0.67,0.56,0.28,0.65,0.51,0.61,0.71,0.44
xharbour.csv,0.09,0.79,0.42,0.62,0.6,0.71,0.59,0.58,0.13,0.54,0.0,0.52,0.63,0.55,0.6,0.4,0.36,0.63,0.59
zabbix.csv,0.52,0.65,0.53,0.61,0.39,0.57,0.51,0.45,0.59,0.64,0.42,0.54,0.36,0.52,0.59,0.63,0.46,0.51,0.67
zengine.csv,0.05,0.62,0.67,0.0,0.05,0.39,0.85,0.45,0.3,0.0,0.33,0.21,0.0,0.47,0.61,0.27,0.69,0.42,0.0
zildo.csv,0.6,0.0,0.64,0.37,0.49,0.64,0.59,0.7,0.07,0.57,0.55,0.39,0.33,0.65,0.6,0.43,0.6,0.34,0.58
