,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv,wxcode.csv,olex2.csv
adobe-source.csv,0.25,0.5,0.21,0.08,0.41,0.17,0.18,0.22,0.43,0.8,0.71,0.25
aubit4gl.csv,0.47,0.83,0.57,0.54,0.96,0.48,0.68,0.45,0.76,0.4,0.29,0.57
liferea.csv,0.53,0.17,0.5,1.0,0.24,0.61,0.36,0.5,0.24,0.57,0.57,0.48
moving-pictures.csv,0.68,0.5,0.57,0.08,0.28,0.43,0.96,0.34,0.67,0.53,0.86,0.68
olex2.csv,0.47,0.67,0.21,0.46,0.46,0.52,0.32,0.35,0.33,0.67,0.57,0.93
opensim4opencog.csv,0.2,0.17,0.14,0.08,0.07,0.91,0.11,0.12,0.13,0.07,0.14,0.15
plearn.csv,0.86,0.5,0.5,0.38,0.8,0.26,0.75,0.46,0.91,0.6,0.86,0.7
psrchive.csv,0.17,0.33,1.0,0.08,0.31,0.13,0.04,0.22,0.04,0.13,0.29,0.15
re2c.csv,0.39,1.0,0.71,0.31,0.61,0.26,0.54,0.42,0.76,0.27,0.71,0.45
rebecca-aiml.csv,0.34,0.17,0.36,0.23,0.67,0.17,0.43,0.38,0.98,0.37,0.86,0.43
wxcode.csv,0.22,0.17,0.29,0.0,0.26,0.0,0.07,0.1,0.04,0.03,1.0,0.12
xfce.csv,0.81,0.67,0.86,0.92,0.67,0.87,0.86,0.98,0.76,0.77,0.57,0.73
