,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv,wxcode.csv,olex2.csv
adobe-source.csv,0.5,0.38,0.3,0.25,0.79,0.27,0.62,0.79,0.39,0.89,0.36,0.62
aubit4gl.csv,0.23,0.18,0.15,0.18,0.96,0.09,0.54,0.66,0.29,0.19,0.04,0.4
liferea.csv,0.44,0.07,0.26,1.0,0.46,0.19,0.53,0.86,0.42,0.27,0.24,0.6
moving-pictures.csv,0.36,0.07,0.13,0.11,0.47,0.13,1.0,0.82,0.27,0.19,0.14,0.51
olex2.csv,0.41,0.14,0.16,0.29,0.66,0.17,0.39,0.77,0.3,0.25,0.24,1.0
opensim4opencog.csv,0.5,0.12,0.17,0.5,0.57,1.0,0.6,0.72,0.33,0.09,0.25,0.56
plearn.csv,0.98,0.2,0.33,0.17,0.54,0.14,0.46,0.65,0.54,0.19,0.09,0.51
psrchive.csv,0.67,0.25,1.0,1.0,0.81,0.25,0.33,0.74,0.4,0.4,0.29,0.82
re2c.csv,0.43,1.0,0.27,0.22,0.63,0.09,0.52,0.67,0.66,0.17,0.12,0.47
rebecca-aiml.csv,0.53,0.33,0.29,0.19,0.53,0.15,0.44,0.73,1.0,0.19,0.15,0.7
wxcode.csv,0.57,0.14,0.31,0.0,0.58,0.0,0.5,0.94,0.22,0.1,1.0,0.7
xfce.csv,0.32,0.08,0.21,0.26,0.52,0.13,0.48,0.97,0.26,0.2,0.07,0.44
