,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv,wxcode.csv,olex2.csv
adobe-source.csv,1.0,2.0,3.0,3.0,0.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0
aubit4gl.csv,4.0,0.0,4.0,13.0,0.0,12.0,0.0,0.0,3.0,8.0,1.0,3.0
liferea.csv,2.0,7.0,5.0,0.0,1.0,5.0,1.0,0.0,3.0,5.0,10.0,2.0
moving-pictures.csv,4.0,0.0,19.0,5.0,2.0,8.0,0.0,1.0,3.0,13.0,3.0,3.0
olex2.csv,1.0,0.0,7.0,4.0,0.0,5.0,7.0,0.0,0.0,0.0,12.0,0.0
opensim4opencog.csv,2.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,6.0,9.0,2.0,2.0
plearn.csv,0.0,0.0,4.0,9.0,2.0,3.0,0.0,1.0,3.0,8.0,3.0,4.0
psrchive.csv,3.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,2.0,2.0,4.0,1.0
re2c.csv,0.0,0.0,7.0,6.0,2.0,9.0,0.0,0.0,3.0,24.0,2.0,3.0
rebecca-aiml.csv,3.0,1.0,0.0,9.0,2.0,11.0,0.0,0.0,0.0,20.0,1.0,2.0
wxcode.csv,1.0,0.0,1.0,56.0,0.0,187.0,2.0,0.0,6.0,3.0,0.0,1.0
xfce.csv,1.0,0.0,4.0,5.0,0.0,8.0,0.0,0.0,2.0,12.0,33.0,3.0
