,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,2.0,16.0,7.0,35.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,83.0,6.0,0.0,0.0,0.0
beast-mcmc.csv,1.0,7.0,0.0,19.0,4.0,2.0,29.0,0.0,0.0,0.0,0.0,3.0,60.0,41.0,0.0,0.0,2.0
bscwweasel.csv,1.0,59.0,1.0,0.0,3.0,0.0,12.0,0.0,0.0,3.0,0.0,59.0,26.0,183.0,1.0,2.0,66.0
codeblocks.csv,11.0,6.0,2.0,9.0,2.0,0.0,53.0,0.0,2.0,1.0,2.0,2.0,38.0,183.0,0.0,0.0,0.0
gamestone.csv,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,18.0,10.0,161.0,0.0,0.0
iaml.csv,5.0,7.0,11.0,15.0,7.0,1.0,2.0,0.0,2.0,6.0,0.0,4.0,105.0,23.0,0.0,0.0,0.0
jbasic.csv,0.0,2.0,4.0,11.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,183.0,0.0,0.0,0.0
modplug.csv,2.0,22.0,11.0,35.0,2.0,4.0,81.0,0.0,2.0,0.0,1.0,6.0,105.0,119.0,0.0,0.0,0.0
pdfedit.csv,1.0,2.0,9.0,9.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,0.0,1.0,0.0
redshell.csv,1.0,9.0,8.0,13.0,0.0,2.0,56.0,0.0,2.0,0.0,0.0,2.0,5.0,11.0,2.0,1.0,1.0
sabbu.csv,0.0,8.0,2.0,6.0,0.0,0.0,33.0,0.0,0.0,2.0,0.0,1.0,14.0,9.0,1.0,1.0,1.0
silvertree.csv,1.0,3.0,4.0,12.0,0.0,0.0,18.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,6.0,2.0,3.0
t-2.csv,5.0,13.0,12.0,47.0,2.0,5.0,9.0,0.0,2.0,0.0,0.0,8.0,0.0,37.0,0.0,0.0,1.0
xinity.csv,0.0,12.0,4.0,14.0,0.0,2.0,39.0,0.0,0.0,5.0,1.0,0.0,58.0,4.0,1.0,7.0,0.0
xreal.csv,0.0,59.0,241.0,161.0,85.0,154.0,1.0,0.0,49.0,0.0,244.0,59.0,0.0,0.0,161.0,78.0,0.0
zabbix.csv,5.0,24.0,8.0,18.0,4.0,4.0,5.0,0.0,2.0,0.0,2.0,8.0,85.0,28.0,0.0,0.0,1.0
zengine.csv,1.0,23.0,10.0,13.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,86.0,25.0,0.0,0.0,0.0
