,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.48,0.52,0.38,0.42,0.06,0.26,0.95,0.1,0.24,0.2,0.28,0.45,0.1,0.63,0.04,0.32,0.26
beast-mcmc.csv,0.47,0.29,0.98,0.58,0.44,0.49,0.43,0.48,0.36,0.29,0.48,0.48,0.48,0.44,0.4,0.51,0.59
bscwweasel.csv,0.02,0.0,0.13,0.88,0.14,0.07,0.07,0.07,0.04,0.04,0.07,0.0,0.06,0.0,0.02,0.06,0.0
codeblocks.csv,0.64,0.14,0.17,0.24,0.41,0.99,0.43,0.37,0.41,0.35,0.15,0.45,0.44,0.0,0.45,0.49,0.47
gamestone.csv,0.04,1.0,0.18,0.06,0.02,0.11,0.23,0.12,0.04,0.16,0.13,0.1,0.06,0.45,0.0,0.41,0.18
iaml.csv,0.57,0.63,0.68,0.38,0.46,0.62,0.6,0.44,0.57,0.63,0.99,0.62,0.66,0.22,0.52,0.51,0.54
jbasic.csv,0.46,0.55,0.3,0.29,0.39,0.28,0.07,0.13,0.25,0.97,0.19,0.32,0.18,0.0,0.23,0.19,0.28
modplug.csv,0.65,0.58,0.7,0.49,0.6,0.54,0.57,0.52,0.6,0.44,0.62,0.49,0.51,0.41,0.4,0.98,0.59
pdfedit.csv,0.63,0.15,0.48,0.18,1.0,0.35,0.47,0.38,0.33,0.72,0.29,0.59,0.37,0.93,0.36,0.29,0.56
redshell.csv,0.61,0.4,0.58,0.51,0.33,0.54,0.34,1.0,0.71,0.44,0.56,0.56,0.66,0.23,0.33,0.4,0.56
sabbu.csv,0.98,0.14,0.72,0.49,0.47,0.4,0.51,0.4,0.28,0.44,0.49,0.55,0.33,0.62,0.38,0.42,0.53
silvertree.csv,0.28,0.52,0.34,0.23,0.38,0.37,0.11,0.23,0.33,0.31,0.28,0.97,0.12,0.45,0.1,0.24,0.31
t-2.csv,0.31,0.34,0.44,0.48,0.53,0.38,0.55,0.51,0.0,0.49,0.49,0.59,0.9,0.65,0.16,0.65,0.58
xinity.csv,0.43,0.71,0.54,0.23,0.53,0.6,0.39,0.48,0.6,0.68,0.56,0.74,0.28,0.71,0.3,0.47,1.0
xreal.csv,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.0,0.26,0.0,0.0,0.01,1.0,0.0,0.0,0.02
zabbix.csv,0.4,0.6,0.57,0.54,0.61,0.52,0.6,0.38,0.73,0.5,0.3,0.31,0.24,0.67,1.0,0.55,0.17
zengine.csv,0.61,0.62,0.36,0.64,0.44,0.55,0.3,0.38,0.98,0.71,0.53,0.38,0.0,0.57,0.36,0.4,0.17
