,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.67,0.0,0.56,0.66
emftriple.csv,0.14,0.97,0.0,0.24
fluent-nhibernate.csv,0.73,0.0,0.96,0.43
gpsmid.csv,0.77,0.27,0.84,0.62
