,opentibia.csv,x-ray-mule.csv,jython.csv,unbvision.csv,galaxium.csv,power-architect.csv,ondex.csv,fleet-simulator.csv,ninject.csv
fleet-simulator.csv,0.88,0.53,0.13,0.26,0.38,0.79,0.17,1.0,0.09
galaxium.csv,0.92,0.44,0.12,0.3,0.63,0.76,0.15,0.98,0.1
jython.csv,0.83,0.59,0.45,0.35,0.29,0.74,0.18,0.0,0.08
ninject.csv,0.72,0.4,0.03,0.16,0.28,0.84,0.09,0.71,0.42
ondex.csv,0.96,0.55,0.11,0.59,0.42,0.93,0.31,1.0,0.1
opentibia.csv,0.97,0.69,0.16,0.25,0.37,0.8,0.28,0.76,0.29
power-architect.csv,0.87,0.59,0.13,0.26,0.29,0.96,0.16,0.83,0.09
unbvision.csv,0.95,0.39,0.12,0.5,0.4,0.73,0.2,1.0,0.08
x-ray-mule.csv,0.96,0.86,1.0,0.24,0.2,0.7,0.18,0.7,0.08
