,lazarus-ccr.csv,ikvm.csv,ontomorphtab.csv,xuggle.csv,micomt.csv,les-indemodables.csv,tradelink.csv,elateportal.csv,metacosm.csv
elateportal.csv,1.0,0.0,1.0,6.0,2.0,0.0,1.0,0.0,4.0
ikvm.csv,3.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0
lazarus-ccr.csv,0.0,2.0,0.0,109.0,3.0,1.0,1.0,1.0,2.0
les-indemodables.csv,5.0,0.0,0.0,4.0,8.0,0.0,1.0,0.0,1.0
metacosm.csv,0.0,5.0,4.0,26.0,0.0,0.0,12.0,0.0,0.0
micomt.csv,4.0,0.0,1.0,27.0,1.0,0.0,0.0,2.0,8.0
ontomorphtab.csv,0.0,2.0,0.0,39.0,1.0,3.0,2.0,3.0,4.0
tradelink.csv,1.0,0.0,0.0,17.0,2.0,3.0,0.0,1.0,1.0
xuggle.csv,7.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0
