,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.0,0.24,0.17,0.0,0.87,0.35,0.44,0.0,0.08,0.7,0.09,0.09,0.34,0.18,0.07,0.0,0.02
codepurge.csv,0.82,0.61,0.86,0.38,0.92,0.38,0.4,0.65,0.14,0.4,0.22,0.65,0.34,0.23,0.48,0.33,0.19
fontforge.csv,0.98,0.85,1.0,1.0,1.0,0.58,1.0,0.26,0.91,1.0,0.39,0.92,0.72,0.96,0.99,0.88,0.99
gmerlin.csv,0.0,0.96,0.69,1.0,0.0,0.8,1.0,0.0,0.79,0.0,0.87,0.74,1.0,1.0,0.0,0.32,0.6
hatari.csv,0.65,0.42,0.28,0.69,0.88,0.53,0.77,0.97,0.98,0.82,0.17,0.94,0.62,0.5,0.89,0.33,0.25
jaolt.csv,0.45,0.74,0.17,0.51,0.06,0.31,0.37,0.58,0.3,0.0,0.48,0.51,0.48,0.19,0.24,0.35,0.18
jcl.csv,0.53,0.27,0.56,0.18,0.41,0.4,0.46,0.23,0.57,0.48,0.35,0.05,0.41,0.64,0.29,0.15,0.51
ltp.csv,0.39,0.72,0.86,0.58,0.47,0.66,0.81,0.81,0.71,0.57,0.35,0.51,0.83,0.83,0.75,0.21,0.71
mia.csv,0.25,0.0,0.25,0.78,0.07,0.11,0.31,0.32,0.56,0.95,0.04,0.2,0.03,0.03,0.22,0.14,0.19
net-snmp.csv,0.41,0.32,0.5,0.73,0.66,0.6,0.31,1.0,0.82,0.68,0.74,0.56,0.41,0.3,0.42,0.26,0.39
opde.csv,1.0,0.49,1.0,0.24,1.0,0.59,0.4,0.52,0.61,0.0,0.22,0.96,0.66,0.43,0.9,0.44,0.45
oppna-program-hsatools.csv,0.73,0.41,0.64,1.0,0.73,0.29,0.85,0.84,0.9,0.95,0.09,0.99,0.48,0.15,0.68,0.58,0.63
powerfolder-.csv,0.39,0.26,0.17,0.73,0.24,0.31,0.27,0.16,0.59,0.35,0.3,0.85,0.21,0.02,0.41,0.48,0.29
qlc.csv,0.0,0.65,0.0,0.53,0.02,0.3,0.33,0.0,0.39,0.0,0.13,0.84,0.1,0.23,0.19,0.0,0.34
quantlib.csv,0.92,0.2,0.06,0.0,1.0,0.33,0.0,1.0,0.19,1.0,0.35,0.15,0.14,0.0,1.0,0.77,0.26
tcl.csv,0.67,0.85,0.75,0.96,0.68,0.72,0.79,0.0,0.57,0.38,0.7,0.89,0.93,0.51,0.0,0.29,0.79
