,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,jmonkeyengine.csv,e-bio-flow.csv,tmva.csv,joustsim.csv,reaper3d.csv,jchassis.csv,chaosrts.csv,thedata.csv
array4j.csv,0.68,0.52,0.87,0.89,1.05,0.76,0.84,0.55,0.95,0.71,0.95,0.76,1.01,1.1,0.96,0.77
chaosrts.csv,0.66,0.57,0.85,0.74,0.83,0.59,0.54,0.54,0.65,0.64,0.56,0.56,0.75,1.04,0.3,0.95
dxengine.csv,0.53,0.78,0.42,0.94,0.63,0.94,1.08,0.88,1.0,0.79,0.84,1.02,0.56,1.19,0.73,0.88
e-bio-flow.csv,0.91,0.87,0.83,0.62,0.69,0.52,0.77,0.53,0.61,0.39,0.75,0.64,0.62,1.0,0.76,0.8
jbpm.csv,0.81,0.89,0.93,0.97,0.87,1.0,0.27,1.0,0.83,0.78,0.99,0.92,1.0,1.0,0.77,0.75
jchassis.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09,1.0,1.0
jmoney.csv,0.27,0.71,0.53,0.61,0.83,0.53,0.58,0.73,0.64,0.76,0.74,0.56,0.53,1.03,0.57,0.88
jmonkeyengine.csv,0.92,0.89,0.73,0.92,0.51,0.73,0.45,0.94,0.34,0.81,1.0,0.78,0.75,0.74,0.83,1.02
joustsim.csv,0.73,0.87,0.83,0.81,0.89,0.73,0.4,0.72,0.57,0.74,0.9,0.12,0.84,0.53,0.83,0.32
jsidplay2.csv,0.57,0.94,0.85,0.3,0.98,0.76,0.9,0.67,0.85,0.74,0.67,0.81,0.9,1.01,0.79,1.07
log4net.csv,0.4,0.61,0.8,0.73,0.87,0.51,0.75,0.14,1.0,0.68,0.87,0.45,0.64,1.0,0.69,0.7
piccolo2d.csv,0.85,0.71,0.85,0.73,0.7,0.35,0.88,0.35,0.79,0.68,0.8,0.74,1.0,1.0,0.68,0.8
reaper3d.csv,0.53,0.83,0.51,0.69,0.51,0.84,0.96,0.78,0.84,0.78,0.79,0.74,0.45,1.01,0.9,0.75
sblim.csv,0.38,0.94,0.38,0.83,0.22,0.5,0.9,1.0,0.79,0.49,0.93,0.39,0.89,1.0,0.78,0.93
thedata.csv,0.7,0.84,0.57,0.65,0.7,0.85,1.0,0.76,0.79,0.83,0.71,0.5,0.8,1.09,0.97,0.08
tmva.csv,0.67,0.85,0.72,0.9,1.09,0.99,0.97,0.75,1.01,0.91,0.36,0.97,0.6,1.2,0.95,0.9
