,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.66,0.65,0.65,0.61,0.53,0.67,0.03,0.22
decidr.csv,0.81,0.71,0.62,0.62,0.76,0.7,0.0,0.22
exist.csv,0.55,0.74,0.59,0.65,0.71,0.8,0.03,0.23
ivatamasks.csv,0.78,0.76,0.61,0.71,0.72,0.69,0.05,0.25
libopenmetaverse.csv,0.81,0.76,0.64,0.63,0.72,0.51,0.0,0.15
mule.csv,0.56,0.72,0.28,0.41,0.33,0.67,0.08,0.21
runuomondains.csv,0.81,0.55,0.22,0.46,0.67,0.54,0.0,0.52
