,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.17,0.45,0.25,0.86,0.13,0.85,0.98,0.95
decidr.csv,0.47,0.52,0.69,0.86,0.23,0.35,0.54,0.97
exist.csv,0.11,0.74,0.65,0.83,0.33,0.28,0.97,0.93
ivatamasks.csv,0.32,0.55,0.48,0.63,0.48,0.72,0.71,0.83
libopenmetaverse.csv,1.0,1.0,0.98,0.34,1.0,0.52,0.76,0.29
mule.csv,0.23,0.4,0.31,0.66,0.1,0.59,0.37,0.88
runuomondains.csv,0.94,0.29,0.08,0.2,0.77,0.36,0.02,0.15
