,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.21,0.88,0.66,0.73,0.72,0.73,0.3
fw4spl.csv,0.46,0.61,0.18,0.58,0.33,0.4,0.04
kftpgrabber.csv,0.67,0.15,0.35,0.69,0.33,0.87,0.64
kolmafia.csv,0.67,1.0,0.92,1.0,0.94,1.0,0.74
lazarus-ccr.csv,0.83,0.61,0.65,0.52,0.94,0.7,0.74
mia.csv,0.38,0.15,0.49,0.21,0.5,0.1,0.53
plee-the-bear.csv,0.25,0.79,0.43,0.75,0.39,0.6,0.57
