,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.79,0.84,0.86,0.83,0.79,0.62,0.62,0.86,0.78,0.0
geotools.csv,0.91,0.74,0.77,0.97,0.71,0.87,0.0,0.72,1.0,0.9
gephex.csv,0.77,0.78,0.6,0.76,0.68,0.51,0.53,0.02,0.76,0.83
haggle.csv,0.97,0.0,0.6,0.95,0.69,0.89,0.66,0.8,0.82,0.94
java-gnome.csv,0.65,0.7,0.42,0.06,0.69,0.33,0.57,0.76,0.72,0.52
jgnash.csv,0.79,0.72,0.0,0.7,0.54,0.94,0.69,0.76,0.9,0.81
jrdf.csv,0.87,0.89,0.67,0.32,0.82,0.0,0.61,0.87,0.91,0.84
mpqc.csv,0.05,0.7,0.99,0.84,0.77,0.89,0.88,0.85,0.84,0.57
panda3d.csv,1.02,0.81,0.74,0.98,0.01,0.87,0.74,0.83,0.83,0.84
tencompetence.csv,0.65,0.9,0.69,0.6,0.86,0.82,0.89,0.94,0.03,1.07
