,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.0,0.0,48.0,0.0,3.0,12.0,3.0,0.0,0.0,0.0
geotools.csv,7.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0
gephex.csv,2.0,0.0,21.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0
haggle.csv,3.0,0.0,9.0,4.0,3.0,2.0,11.0,0.0,0.0,0.0
java-gnome.csv,1.0,3.0,8.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0
jgnash.csv,0.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0
jrdf.csv,2.0,1.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
mpqc.csv,0.0,0.0,56.0,0.0,3.0,5.0,34.0,0.0,0.0,0.0
panda3d.csv,127.0,0.0,13.0,0.0,1.0,1.0,7.0,0.0,0.0,1.0
tencompetence.csv,0.0,2.0,49.0,0.0,2.0,7.0,30.0,0.0,0.0,9.0
