,ontomorphtab.csv,delphilhlplib.csv,flexpay.csv,gabel.csv,img-browse-sort.csv,passwordsafe.csv,genoviz.csv
delphilhlplib.csv,0.72,0.81,0.33,0.3,0.55,0.53,0.25
flexpay.csv,0.51,0.85,0.35,0.35,0.38,0.43,0.34
gabel.csv,0.6,0.26,0.3,0.38,0.5,0.46,0.32
genoviz.csv,0.46,0.67,0.26,0.39,0.12,0.27,0.83
img-browse-sort.csv,0.73,0.84,0.31,0.25,0.67,0.59,0.26
ontomorphtab.csv,0.72,0.84,0.33,0.28,0.48,0.58,0.28
passwordsafe.csv,0.62,0.56,0.29,0.31,0.57,0.69,0.23
