,mpqc.csv,iaml.csv,jrdf.csv,tigermud.csv
iaml.csv,0.5,0.7,0.47,0.51
jrdf.csv,0.05,0.39,0.73,0.09
mpqc.csv,0.6,0.34,0.07,0.57
tigermud.csv,0.6,0.31,0.53,0.6
