,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.61,0.41,0.59,0.82,0.79,0.63
bullet.csv,0.59,0.33,0.35,0.4,0.4,0.34
openintents.csv,0.97,0.52,0.42,0.64,0.56,0.45
pokenetonline.csv,0.55,0.3,0.38,0.38,0.4,0.38
tktoolkit.csv,0.75,0.9,0.72,0.86,0.95,0.79
zealos.csv,0.67,0.5,0.48,0.71,0.48,0.51
