,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.39,0.46,1.0,0.38,0.18,0.47
bullet.csv,0.46,0.57,0.52,1.0,0.21,0.82
openintents.csv,0.09,0.95,0.49,0.56,0.2,0.72
pokenetonline.csv,0.47,0.61,0.52,0.79,0.22,1.0
tktoolkit.csv,0.34,0.18,0.21,0.36,0.9,0.29
zealos.csv,0.97,0.43,0.41,0.55,0.22,0.56
