,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.44,0.51,1.0,0.29,0.34,0.38
bullet.csv,0.46,0.61,0.58,1.0,0.26,0.54
openintents.csv,0.12,0.93,0.63,0.46,0.52,0.64
pokenetonline.csv,0.05,0.58,0.38,0.6,0.05,1.0
tktoolkit.csv,0.37,0.16,0.26,0.28,0.86,0.23
zealos.csv,0.97,0.45,0.53,0.45,0.56,0.47
