,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.79,0.64,0.12,0.62,0.72,0.76,0.94,0.41,0.36,0.78,0.77,0.68,0.74,0.84
autowikibrowser.csv,0.76,0.72,0.27,0.79,0.78,0.7,0.67,0.66,0.5,0.53,0.64,0.73,0.83,0.45
cities3d.csv,0.41,0.04,0.24,0.64,0.2,0.68,0.01,0.4,0.0,0.26,0.32,0.5,0.0,0.04
kmatplot.csv,0.72,0.28,0.88,0.73,0.38,0.95,0.15,0.43,0.0,0.29,0.86,0.48,0.13,0.33
libarchive.csv,0.72,1.0,0.79,0.72,0.8,0.76,0.85,0.71,0.79,0.52,0.64,0.66,0.74,0.63
lphant.csv,0.72,0.92,0.67,0.69,0.83,0.89,0.92,0.69,0.5,0.47,0.73,0.86,0.72,0.55
mob-sen-plat.csv,0.79,0.88,0.76,0.8,0.73,0.7,0.7,0.81,0.5,0.8,0.77,0.3,0.4,0.61
mscore.csv,0.9,0.88,0.82,0.94,0.92,0.65,0.7,0.7,0.86,0.86,0.77,0.68,0.64,0.8
pidgin.csv,0.76,0.8,0.18,0.72,0.7,0.78,0.75,0.64,0.79,0.56,0.68,0.68,0.57,0.71
quickfast.csv,0.72,0.8,0.94,0.61,0.61,0.81,0.94,0.9,0.86,0.47,1.0,0.89,0.79,0.86
raygina.csv,0.66,0.8,0.0,0.28,0.23,0.43,0.04,0.59,0.29,0.33,0.82,0.36,0.3,0.98
riff-evolve.csv,0.69,0.44,0.09,0.68,0.62,0.73,0.6,0.4,0.21,0.67,0.68,0.59,0.55,0.37
upp-mirror.csv,0.55,0.44,0.15,0.44,0.73,0.16,0.43,0.46,0.29,0.42,0.14,0.48,0.45,0.22
wishmaster.csv,0.41,0.28,0.09,0.44,0.66,0.57,0.34,0.5,0.71,0.19,0.45,0.39,0.45,0.27
