,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.43,0.33,0.0,0.32,0.51,0.36,0.88,0.15,0.51,0.41,0.52,0.43,0.66,0.54
autowikibrowser.csv,0.34,0.56,0.1,0.59,0.59,0.57,0.3,0.31,0.48,0.49,0.18,0.28,0.53,0.12
cities3d.csv,0.29,0.02,0.1,0.63,0.17,0.29,0.02,0.14,0.0,0.18,0.24,0.13,0.0,0.0
kmatplot.csv,0.29,0.12,0.65,0.66,0.29,0.73,0.03,0.25,0.08,0.18,0.61,0.46,0.06,0.01
libarchive.csv,0.46,0.88,0.35,0.55,0.73,0.71,0.59,0.47,0.69,0.45,0.48,0.35,0.59,0.28
lphant.csv,0.28,0.84,0.35,0.53,0.71,0.46,0.81,0.45,0.54,0.29,0.24,0.52,0.31,0.18
mob-sen-plat.csv,0.53,0.77,0.25,0.71,0.68,0.28,0.38,0.59,0.34,0.78,0.58,0.26,0.06,0.25
mscore.csv,0.72,0.74,0.45,0.84,0.98,0.21,0.28,0.27,0.7,0.7,0.67,0.43,0.62,0.51
pidgin.csv,0.67,0.6,0.05,0.49,0.54,0.56,0.3,0.32,0.54,0.43,0.55,0.37,0.22,0.4
quickfast.csv,0.57,0.79,0.85,0.46,0.61,0.82,0.8,0.78,0.7,0.49,0.91,0.98,0.22,0.79
raygina.csv,0.32,0.26,0.1,0.14,0.24,0.24,0.02,0.38,0.26,0.14,0.76,0.26,0.09,0.93
riff-evolve.csv,0.37,0.3,0.0,0.43,0.39,0.3,0.17,0.09,0.34,0.25,0.33,0.3,0.22,0.06
upp-mirror.csv,0.35,0.42,0.15,0.35,0.34,0.16,0.23,0.34,0.21,0.35,0.33,0.33,0.44,0.16
wishmaster.csv,0.2,0.21,0.1,0.34,0.44,0.38,0.22,0.32,0.26,0.12,0.03,0.13,0.16,0.04
