,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.29,0.53,1.0,0.52,0.69,0.16,0.73,0.8,0.14,0.65,0.5,0.57,0.62,0.53
autowikibrowser.csv,0.34,0.43,0.82,0.43,0.68,0.1,0.85,0.76,0.19,0.51,0.7,0.68,0.7,0.73
cities3d.csv,0.24,0.5,0.8,0.36,0.65,0.18,0.5,0.81,0.0,0.59,0.47,0.76,0.0,1.0
kmatplot.csv,0.36,0.58,0.69,0.38,0.67,0.11,0.92,0.72,0.0,0.6,0.49,0.46,0.75,0.94
libarchive.csv,0.26,0.4,0.79,0.42,0.63,0.09,0.78,0.69,0.21,0.53,0.47,0.6,0.65,0.62
lphant.csv,0.37,0.39,0.76,0.42,0.65,0.15,0.74,0.69,0.18,0.61,0.67,0.58,0.77,0.69
mob-sen-plat.csv,0.26,0.4,0.83,0.38,0.63,0.19,0.83,0.67,0.25,0.5,0.47,0.48,0.9,0.64
mscore.csv,0.22,0.41,0.75,0.38,0.6,0.22,0.86,0.79,0.22,0.55,0.44,0.57,0.6,0.53
pidgin.csv,0.21,0.43,0.86,0.45,0.67,0.12,0.87,0.75,0.25,0.56,0.45,0.6,0.79,0.56
quickfast.csv,0.22,0.37,0.65,0.43,0.61,0.08,0.75,0.63,0.22,0.48,0.42,0.42,0.84,0.44
raygina.csv,0.32,0.65,0.0,0.52,0.6,0.14,0.86,0.7,0.2,0.7,0.42,0.53,0.82,0.43
riff-evolve.csv,0.3,0.46,1.0,0.47,0.71,0.19,0.9,0.86,0.12,0.73,0.58,0.62,0.79,0.82
upp-mirror.csv,0.27,0.38,0.62,0.42,0.77,0.09,0.82,0.66,0.24,0.54,0.21,0.54,0.6,0.5
wishmaster.csv,0.32,0.44,0.6,0.42,0.7,0.12,0.8,0.7,0.38,0.61,0.91,0.71,0.81,0.81
