,id,expected,max_bell,avge,median,bellwether,size
53,2,1,2,1.5,0.77,logicmail.csv,2
48,3,2,2,1.29,0.63,benojt.csv,7
46,4,6,9,4.05,0.64,libopenmetaverse.csv,19
54,5,2,3,1.83,0.6200000000000001,springside.csv,6
21,6,6,11,4.95,0.72,google-collections.csv,19
16,7,5,0,0.73,0.41,jgossipforum.csv,15
25,8,4,4,1.83,0.44,mesa3d.csv,12
14,9,2,1,0.2,0.48,ambulant.csv,5
15,11,0,0,0.0,0.2,atunes.csv,1
49,12,1,1,0.67,0.56,columba.csv,3
55,14,1,2,1.33,0.66,amanda.csv,3
47,15,4,4,2.0,0.46,jhotdraw.csv,13
18,16,4,0,1.27,0.52,bdbbasic.csv,11
23,17,3,5,1.89,0.69,enlightenment.csv,9
13,18,2,1,1.0,0.59,xapian.csv,7
24,19,1,1,0.33,0.37,lmms.csv,3
12,20,1,0,0.25,0.49,simplewebservices.csv,4
26,21,5,7,3.93,0.64,kml.csv,15
56,22,6,7,4.18,0.63,unflobtactical.csv,17
45,23,2,2,1.67,0.62,qmmp.csv,6
22,28,2,2,0.67,0.535,bochs.csv,6
17,29,1,0,0.75,0.47000000000000003,thout.csv,4
36,30,5,9,3.19,0.67,somap.csv,17
31,31,4,5,2.62,0.59,galaxium.csv,13
5,32,6,6,3.33,0.62,xamj.csv,18
11,34,4,4,1.92,0.5349999999999999,pnotepad.csv,12
6,35,3,3,1.0,0.55,mob-sen-plat.csv,9
30,36,6,6,3.5,0.565,jajuk.csv,18
37,37,6,7,3.89,0.62,gss.csv,19
29,38,3,5,3.38,0.685,sbml.csv,8
38,39,2,1,1.5,0.48,mcmc-jags.csv,6
51,40,5,6,2.87,0.57,prelude.csv,15
43,41,2,0,0.57,0.365,apolloplayer.csv,8
19,42,6,5,1.59,0.5,autowikibrowser.csv,17
28,43,3,2,1.7,0.45499999999999996,electric-core.csv,10
27,44,6,10,5.42,0.71,irrlicht.csv,19
20,45,6,4,3.32,0.59,boost.csv,19
42,46,3,3,0.9,0.475,vdsf.csv,10
52,47,5,6,2.69,0.595,jcache.csv,16
44,48,5,5,3.07,0.585,red5.csv,14
50,49,1,1,0.75,0.59,selenium.csv,4
3,50,2,0,0.67,0.48,fmri-dmt.csv,6
8,51,4,1,2.0,0.59,unimrcp.csv,13
35,53,4,7,3.85,0.64,glelite.csv,14
34,54,4,3,1.08,0.56,fontforge.csv,13
39,55,6,6,3.88,0.585,xharbour.csv,18
7,56,2,2,0.43,0.41,nh3d.csv,7
4,57,3,2,0.89,0.43,abbot.csv,9
9,58,6,4,2.68,0.5,xuggle.csv,19
1,59,2,3,1.8,0.73,roolo.csv,5
10,60,3,4,1.5,0.45,jmol.csv,10
0,61,4,8,4.64,0.795,wpdev.csv,12
33,62,6,8,4.72,0.63,web-cat.csv,20
40,63,2,2,1.29,0.59,betoffice.csv,7
41,64,4,1,0.62,0.45,opensim4opencog.csv,13
32,65,1,0,0.0,0.36,poormans.csv,2
2,66,4,5,1.92,0.435,carabiner.csv,14
