,id,expected,max_bell,avge,median,bellwether,size
53,2,1,2,1.5,0.625,mclient-mume.csv,2
48,3,4,4,2.71,1.0,panda3d.csv,7
46,4,12,17,7.16,0.97,sidekar.csv,19
54,5,4,3,2.33,0.645,mule.csv,6
21,6,12,19,9.16,1.0,avisynth2.csv,19
16,7,9,15,9.53,0.72,jbpm.csv,15
25,8,7,12,6.08,0.74,jchassis.csv,12
14,9,3,3,1.8,0.74,openefm.csv,5
15,11,1,1,1.0,0.25,atunes.csv,1
49,12,2,3,1.67,0.72,emftriple.csv,3
55,14,2,3,1.67,0.66,empyrean.csv,3
47,15,7,11,5.33,0.99,zealos.csv,13
18,16,7,8,4.91,0.74,etherboot.csv,11
23,17,6,8,5.11,1.0,wxjs.csv,9
13,18,4,7,3.29,0.8,ifmo-game-1.csv,7
24,19,2,3,1.67,0.73,qpe.csv,3
12,20,2,4,2.75,0.465,foursquared.csv,4
26,21,9,15,6.93,0.95,lportal.csv,15
56,22,11,17,7.59,0.82,fm-classic.csv,17
45,23,4,5,3.0,0.665,synergyspace.csv,6
22,28,4,6,4.17,0.54,encog-java.csv,6
17,29,2,2,1.25,0.8200000000000001,lamp.csv,4
36,30,10,17,8.75,0.87,cme.csv,17
31,31,8,13,6.92,0.69,mecat.csv,13
5,32,11,17,6.39,0.84,retromenu.csv,18
11,34,7,11,5.5,0.655,quark.csv,12
6,35,6,8,5.56,0.73,m-a-d-n-e-s-s.csv,9
30,36,11,17,6.39,0.95,omseek.csv,18
37,37,12,18,7.74,0.93,qtwin.csv,19
29,38,5,8,3.38,0.76,cornerstone.csv,8
38,39,4,5,3.17,0.53,sepgsql.csv,6
51,40,9,13,4.67,0.98,fluidium.csv,15
43,41,4,6,5.14,0.45999999999999996,k3d.csv,8
19,42,11,17,7.24,1.0,nosleepsoftware.csv,17
28,43,6,6,4.6,0.605,geochat.csv,10
27,44,12,18,8.58,1.0,genoviz.csv,19
20,45,12,18,10.05,0.67,pixel-commandos.csv,19
42,46,6,9,5.1,0.765,nuttx.csv,10
52,47,10,15,7.38,0.715,xined.csv,16
44,48,9,14,6.36,0.815,tcvp.csv,14
50,49,2,4,2.25,0.925,tolven.csv,4
3,50,4,6,2.33,0.8999999999999999,autat.csv,6
8,51,8,13,7.46,0.58,reaper-ecad.csv,13
35,53,8,14,5.69,0.9199999999999999,mvdsv.csv,14
34,54,7,10,4.17,0.94,chipster.csv,13
39,55,11,12,5.88,0.975,arsenal-1.csv,18
7,56,4,5,3.43,0.69,jvcl.csv,7
4,57,6,8,4.22,0.72,jicarilla.csv,9
9,58,12,14,7.16,0.94,konversation.csv,19
1,59,3,4,2.4,0.71,intact.csv,5
10,60,6,10,6.0,0.825,wxcode.csv,10
0,61,7,10,4.36,0.98,uclmda.csv,12
33,62,11,16,7.22,1.0,rohxel.csv,20
40,63,4,6,2.43,0.81,jrdf.csv,7
41,64,8,10,6.92,0.47,pclasses.csv,13
32,65,1,1,0.5,0.42500000000000004,poormans.csv,2
2,66,8,12,7.46,0.78,continuum-ide.csv,14
