,id,expected,max_bell,avge,median,bellwether,size
53,2,1,2,1.5,0.835,mclient-mume.csv,2
48,3,2,1,1.57,0.52,panda3d.csv,7
46,4,6,9,5.21,0.62,mevenide.csv,19
54,5,2,2,1.83,0.61,springside.csv,6
21,6,6,10,8.74,0.71,scenemonitor.csv,19
16,7,5,3,1.4,0.4,jbpm.csv,15
25,8,4,5,2.33,0.5449999999999999,matrex.csv,12
14,9,2,0,0.2,0.49,openefm.csv,5
15,11,0,0,0.0,0.12,atunes.csv,1
49,12,1,0,0.33,0.51,columba.csv,3
55,14,1,2,1.0,0.72,amanda.csv,3
47,15,4,4,3.42,0.5,zealos.csv,13
18,16,4,6,2.91,0.67,etherboot.csv,11
23,17,3,5,3.33,0.72,jfreereport.csv,9
13,18,2,3,1.57,0.65,quarkplusplus.csv,7
24,19,1,1,0.67,0.27,lmms.csv,3
12,20,1,0,0.0,0.37,simplewebservices.csv,4
26,21,5,8,5.53,0.67,sigil.csv,15
56,22,6,12,5.71,0.73,fm-classic.csv,17
45,23,2,3,2.0,0.6100000000000001,arcallians.csv,6
22,28,2,2,1.5,0.56,encog-java.csv,6
17,29,1,1,0.75,0.48,hibernate.csv,4
36,30,5,9,5.88,0.69,amygdala.csv,17
31,31,4,7,5.0,0.68,galaxium.csv,13
5,32,6,11,6.06,0.735,retromenu.csv,18
11,34,4,6,3.5,0.6950000000000001,quark.csv,12
6,35,3,3,2.11,0.57,ftm.csv,9
30,36,6,6,3.78,0.575,ktc.csv,18
37,37,6,5,5.26,0.57,linux-ntfs.csv,19
29,38,3,6,4.38,0.79,cornerstone.csv,8
38,39,2,2,1.83,0.53,pidgin.csv,6
51,40,5,4,3.47,0.56,owlib.csv,15
43,41,2,2,1.71,0.375,rtb-team.csv,8
19,42,6,3,2.71,0.41,quickfast.csv,17
28,43,3,1,1.2,0.41500000000000004,geochat.csv,10
27,44,6,12,8.47,0.82,gzigzag.csv,19
20,45,6,9,6.21,0.61,etics.csv,19
42,46,3,2,1.7,0.5,jstock.csv,10
52,47,5,4,3.75,0.58,open-ms.csv,16
44,48,5,7,5.14,0.5700000000000001,n2cms.csv,14
50,49,1,2,0.75,0.6399999999999999,tolven.csv,4
3,50,2,2,0.67,0.48,autat.csv,6
8,51,4,7,4.54,0.67,reaper-ecad.csv,13
35,53,4,8,5.92,0.75,mvdsv.csv,14
34,54,4,1,1.17,0.47,jcl.csv,13
39,55,6,9,6.12,0.65,alembik.csv,18
7,56,2,2,1.14,0.38,nh3d.csv,7
4,57,3,2,1.56,0.46,optalgtoolkit.csv,9
9,58,6,4,4.05,0.48,firebreath.csv,19
1,59,2,3,2.2,0.67,roolo.csv,5
10,60,3,4,3.1,0.59,wxcode.csv,10
0,61,4,7,6.0,0.7,umber.csv,12
33,62,6,9,6.56,0.61,ibatisdb.csv,20
40,63,2,3,2.14,0.56,elvishrayrenderer.csv,7
41,64,4,1,0.69,0.4,psrchive.csv,13
32,65,1,0,0.0,0.305,poormans.csv,2
2,66,4,3,3.38,0.41500000000000004,taokgame.csv,14
