,id,max_bell,avge,median,bellwether
0,1,4,1.88,0.645,mevenide.csv
1,10,0,0.0,0.325,atunes.csv
2,13,5,2.7,0.675,fm-classic.csv
3,27,1,1.0,0.54,retromenu.csv
4,33,5,3.44,0.54,etics.csv
5,52,3,1.79,0.43000000000000005,poormans.csv
