,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.74,0.62,1.0,0.77,0.95,0.59,0.96,0.65,0.15,0.84,0.86,0.65,0.8,0.75,0.67,0.98
customsagetv.csv,0.89,0.82,1.0,1.0,1.0,1.0,0.93,1.0,0.92,0.84,0.98,1.0,0.79,0.95,0.84,0.0
fluidium.csv,0.78,0.51,0.83,0.46,0.63,0.78,0.64,0.71,0.92,0.76,0.81,0.83,0.74,0.05,0.77,0.63
guineu.csv,0.05,0.84,1.0,1.0,0.72,0.88,0.88,0.65,0.68,0.75,0.65,0.85,0.73,0.9,0.7,0.68
inkscape.csv,0.81,0.76,0.93,0.68,0.9,0.69,0.02,0.75,0.71,0.6,0.83,0.77,0.69,0.62,0.84,0.97
mpqc.csv,0.79,0.89,0.95,1.0,0.97,0.3,0.96,0.77,0.9,0.86,0.7,0.79,0.89,0.73,0.92,0.51
nsis.csv,0.77,0.93,1.01,0.99,0.99,0.96,0.91,0.78,0.61,0.84,0.0,0.93,0.85,0.97,0.73,0.73
octave.csv,0.51,0.78,0.4,0.66,0.05,0.92,0.6,0.72,0.7,0.72,0.87,0.63,0.73,0.87,0.86,0.44
owfs.csv,0.49,0.83,0.67,0.09,0.91,1.0,0.9,0.8,0.48,0.81,0.96,0.84,0.51,0.96,0.74,0.51
owlib.csv,0.67,0.02,0.43,0.68,0.97,0.87,0.8,0.79,0.84,0.64,0.87,0.87,0.69,0.67,0.49,0.84
pamguard.csv,0.65,0.76,0.82,0.77,0.59,0.55,0.89,0.86,0.7,0.86,0.71,0.78,0.71,0.78,0.05,0.8
prelude.csv,0.75,0.85,0.09,0.83,0.96,0.91,0.85,0.76,0.73,0.79,0.82,0.92,0.84,0.87,0.92,0.57
robocode.csv,0.59,0.73,0.78,0.72,0.64,0.95,0.62,0.09,0.69,0.62,0.77,0.83,0.53,0.63,0.68,0.56
uwom-server.csv,0.63,0.82,0.9,0.73,0.96,0.97,0.82,0.74,0.88,0.09,0.9,0.87,0.77,0.77,0.76,0.66
zengine.csv,0.97,0.91,0.55,0.91,0.52,0.77,0.72,0.67,0.53,0.81,0.71,0.05,0.89,0.8,0.97,0.99
zildo.csv,0.51,0.69,0.69,0.67,0.88,0.55,0.86,0.7,0.46,0.77,0.75,0.77,0.0,0.87,0.65,0.94
