,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.26,0.2,0.0,0.25,0.03,0.51,0.22,0.32,0.02,0.17,0.14,0.17,0.11,0.24,0.52,0.2
customsagetv.csv,0.12,0.12,0.0,0.0,0.0,0.02,0.0,0.0,0.05,0.05,0.0,0.0,0.18,0.0,0.15,0.0
fluidium.csv,0.12,0.3,0.0,0.29,0.57,0.43,0.34,0.29,0.36,0.31,0.29,0.33,0.16,0.0,0.18,0.43
guineu.csv,0.03,0.04,1.0,1.0,0.48,0.37,0.28,0.32,0.5,0.45,0.29,0.42,0.2,0.28,0.18,0.25
inkscape.csv,0.6,0.25,0.0,0.23,0.25,0.23,0.0,0.14,0.16,0.3,0.14,0.08,0.36,0.24,0.39,0.34
mpqc.csv,0.5,0.06,0.0,0.04,0.52,0.0,0.25,0.61,0.57,0.21,0.57,0.5,0.43,0.45,0.06,0.11
nsis.csv,0.71,0.89,1.0,0.92,0.99,0.95,0.91,0.71,0.29,0.84,0.0,0.92,0.7,0.97,0.67,0.73
octave.csv,0.29,0.71,0.18,0.63,0.0,0.45,0.34,0.61,0.62,0.38,0.0,0.0,0.59,0.17,0.82,0.36
owfs.csv,0.38,0.04,0.0,0.0,0.08,0.06,0.19,0.64,0.14,0.12,0.14,0.0,0.18,0.1,0.42,0.32
owlib.csv,0.66,0.01,0.36,0.67,0.94,0.57,0.47,0.79,0.79,0.38,0.86,0.75,0.64,0.59,0.42,0.84
pamguard.csv,0.55,0.45,0.82,0.75,0.22,0.31,0.41,0.68,0.62,0.42,0.29,0.17,0.59,0.41,0.0,0.64
prelude.csv,0.74,0.84,0.09,0.83,0.96,0.86,0.84,0.75,0.73,0.74,0.71,0.92,0.82,0.69,0.91,0.57
robocode.csv,0.5,0.18,0.64,0.71,0.58,0.65,0.31,0.0,0.52,0.45,0.43,0.25,0.34,0.34,0.27,0.48
uwom-server.csv,0.24,0.3,0.0,0.1,0.13,0.19,0.12,0.68,0.88,0.0,0.14,0.0,0.55,0.1,0.42,0.45
zengine.csv,0.97,0.91,0.55,0.87,0.41,0.76,0.72,0.64,0.43,0.79,0.57,0.0,0.89,0.72,0.97,0.73
zildo.csv,0.28,0.15,0.18,0.21,0.15,0.22,0.34,0.25,0.25,0.24,0.29,0.08,0.0,0.17,0.52,0.16
