,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.31,0.41,0.0,0.27,0.05,0.7,0.07,0.43,0.85,0.18,0.15,0.37,0.2,0.29,0.58,0.04
customsagetv.csv,0.12,0.19,0.0,0.0,0.0,0.0,0.07,0.0,0.08,0.16,0.02,0.0,0.23,0.05,0.17,1.0
fluidium.csv,0.23,0.59,0.17,0.64,0.73,0.35,0.47,0.35,0.15,0.3,0.24,0.24,0.27,0.95,0.25,0.54
guineu.csv,0.96,0.17,1.0,1.0,0.45,0.2,0.16,0.43,0.54,0.39,0.42,0.26,0.3,0.14,0.32,0.37
inkscape.csv,0.46,0.29,0.07,0.36,0.14,0.35,0.98,0.26,0.31,0.48,0.19,0.24,0.41,0.43,0.25,0.1
mpqc.csv,0.38,0.11,0.05,0.0,0.18,0.7,0.07,0.52,0.31,0.16,0.59,0.39,0.23,0.43,0.08,0.5
nsis.csv,0.69,0.75,0.83,0.64,0.91,0.9,0.93,0.7,0.46,0.96,1.0,0.87,0.52,1.0,0.69,0.94
octave.csv,0.58,0.68,0.64,0.82,0.95,0.2,0.51,0.61,0.69,0.39,0.13,0.37,0.57,0.14,0.75,0.75
owfs.csv,0.69,0.17,0.33,0.91,0.09,0.0,0.12,0.52,0.54,0.2,0.05,0.16,0.52,0.05,0.39,0.6
owlib.csv,0.88,0.98,0.76,0.91,0.77,0.35,0.35,0.96,0.69,0.48,0.86,0.55,0.73,0.67,0.75,0.98
pamguard.csv,0.65,0.39,0.95,0.82,0.45,0.55,0.21,0.48,0.69,0.25,0.35,0.24,0.61,0.33,0.95,0.52
prelude.csv,0.88,0.87,1.0,1.0,1.0,0.7,0.95,0.91,1.0,0.71,0.59,0.95,0.8,0.48,0.83,0.92
robocode.csv,0.69,0.3,0.55,0.91,0.73,0.3,0.47,0.91,0.54,0.57,0.36,0.21,0.59,0.48,0.37,0.71
uwom-server.csv,0.42,0.24,0.1,0.27,0.05,0.05,0.19,0.7,0.92,0.91,0.12,0.13,0.45,0.24,0.37,0.52
zengine.csv,0.92,0.91,0.93,0.73,0.68,0.9,0.91,0.83,0.69,0.84,0.58,0.95,0.95,0.67,0.93,0.33
zildo.csv,0.58,0.33,0.33,0.36,0.14,0.5,0.21,0.35,0.62,0.27,0.3,0.24,1.0,0.14,0.61,0.08
