,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.35,0.58,0.0,0.19,0.25,0.2,0.3,0.53,0.92,0.26,0.93,0.88,0.64,0.46,0.67,0.18
customsagetv.csv,0.3,0.51,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.5,1.0,0.0,0.56,1.0,0.67,1.0
fluidium.csv,0.46,0.57,1.0,0.32,0.21,0.13,0.65,0.5,0.09,0.25,0.91,0.69,0.63,1.0,0.71,0.6
guineu.csv,0.93,0.76,0.79,0.17,0.17,0.09,0.44,0.53,0.2,0.22,0.95,0.67,0.59,0.27,0.76,0.63
inkscape.csv,0.26,0.43,1.0,0.25,0.1,0.22,1.0,0.6,0.31,0.35,0.94,0.9,0.53,0.56,0.54,0.25
mpqc.csv,0.26,0.57,1.0,0.0,0.07,1.0,0.27,0.41,0.11,0.2,0.93,0.71,0.34,0.41,0.71,0.84
nsis.csv,0.31,0.36,0.76,0.13,0.16,0.15,0.58,0.44,0.27,0.28,1.0,0.75,0.43,0.43,0.65,0.6
octave.csv,0.47,0.39,0.93,0.21,1.0,0.08,0.67,0.45,0.2,0.25,1.0,1.0,0.49,0.38,0.62,0.71
owfs.csv,0.45,0.77,1.0,1.0,0.2,0.0,0.45,0.4,0.47,0.35,0.8,1.0,0.74,0.25,0.62,0.69
owlib.csv,0.38,0.98,0.89,0.22,0.15,0.1,0.5,0.5,0.17,0.29,0.92,0.7,0.53,0.45,0.76,0.58
pamguard.csv,0.35,0.37,0.82,0.19,0.3,0.24,0.41,0.37,0.2,0.16,0.94,0.82,0.51,0.37,1.0,0.49
prelude.csv,0.35,0.41,0.98,0.2,0.18,0.13,0.6,0.5,0.24,0.24,0.91,0.77,0.49,0.33,0.62,0.66
robocode.csv,0.38,0.53,0.77,0.21,0.21,0.08,0.67,1.0,0.19,0.29,0.91,0.73,0.63,0.5,0.71,0.64
uwom-server.csv,0.44,0.35,1.0,0.38,0.07,0.05,0.67,0.46,0.2,1.0,0.91,1.0,0.45,0.62,0.61,0.57
zengine.csv,0.3,0.4,0.87,0.15,0.26,0.18,0.63,0.51,0.27,0.26,0.93,1.0,0.52,0.4,0.63,0.35
zildo.csv,0.48,0.59,0.88,0.27,0.17,0.29,0.45,0.53,0.36,0.27,0.93,0.9,1.0,0.38,0.68,0.36
