,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.24,0.49,0.32,0.81,0.08,0.66,0.68,0.84,0.42,0.29,0.61,0.36,0.1,0.42,0.53,0.02
chipster.csv,0.08,0.37,0.57,0.47,0.31,0.6,0.64,0.52,0.7,0.0,0.32,0.21,0.22,0.21,0.75,0.0
delphilhlplib.csv,0.5,0.72,0.49,0.87,0.19,0.63,0.2,0.49,0.4,0.49,0.33,0.53,0.4,0.47,0.57,0.0
emite.csv,0.36,0.65,0.47,0.78,0.33,0.12,0.39,0.41,0.35,0.31,0.44,0.58,0.31,0.44,0.5,0.0
hydrate.csv,0.12,0.56,0.35,0.53,0.41,0.57,0.48,0.45,0.75,0.25,0.53,0.41,0.12,0.41,0.69,0.03
ivataopenportal.csv,0.47,0.87,0.57,0.83,0.75,0.79,0.86,0.91,0.69,0.41,0.64,0.58,0.5,0.51,0.68,0.02
jppf-project.csv,0.56,0.86,0.52,0.58,0.45,0.68,0.84,0.75,0.56,0.28,0.63,0.61,0.61,0.43,0.67,0.03
kolmafia.csv,0.48,0.87,0.55,0.67,0.68,0.74,0.92,0.87,0.72,0.37,0.76,0.56,0.8,0.46,0.78,0.02
l2j.csv,0.39,0.9,0.56,0.85,0.33,0.59,0.74,0.73,0.65,0.35,0.42,0.54,0.78,0.43,0.43,0.0
mb-unit.csv,0.57,0.78,0.63,0.74,0.68,0.64,0.74,0.8,0.73,0.22,0.39,0.23,0.49,0.51,0.73,0.02
opde.csv,0.61,0.8,0.57,0.83,0.56,0.47,0.74,0.73,0.72,0.36,0.54,0.51,0.55,0.51,0.81,0.02
pamguard.csv,0.39,0.64,0.49,0.86,0.5,0.72,0.67,0.79,0.48,0.31,0.71,0.47,0.42,0.39,0.51,0.02
quark.csv,0.07,0.21,0.08,0.23,0.0,0.03,0.0,0.04,0.12,0.59,0.21,0.49,0.16,0.19,0.16,0.0
stajistics.csv,0.42,0.58,0.62,0.85,0.54,0.77,0.81,0.81,0.71,0.21,0.71,0.34,0.68,0.59,0.79,0.02
tigermud.csv,0.36,0.54,0.41,0.61,0.68,0.41,0.73,0.61,0.67,0.12,0.74,0.48,0.27,0.48,0.75,0.03
