,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.47,0.33,0.32,0.22,0.25,0.66,0.4,0.34,0.21,0.39,0.59,0.13,0.26,0.24,0.78,0.14,0.75,0.51
buddata-ebxml-registry.csv,0.65,0.73,0.29,0.22,0.26,0.74,0.62,0.56,0.46,0.3,0.53,0.2,0.45,0.3,0.91,0.42,0.76,0.95
co-ode-owl-plugins.csv,0.61,0.64,0.32,0.32,0.27,0.73,0.61,0.55,0.36,0.63,0.65,0.19,0.46,0.07,0.56,0.24,0.39,0.8
firebreath.csv,0.33,0.64,0.29,0.35,0.29,0.69,0.61,0.55,0.41,0.33,0.47,0.28,0.44,0.22,0.71,0.54,0.56,0.59
gretl.csv,0.61,0.79,0.33,0.31,0.26,0.68,0.62,0.48,0.26,0.34,0.54,0.2,0.51,0.19,0.8,0.46,0.67,0.83
konversation.csv,0.21,0.45,0.3,0.5,0.3,0.51,0.49,0.55,0.23,0.38,0.14,0.2,0.49,0.22,0.58,0.46,0.42,0.32
lazarus-ccr.csv,0.76,0.54,0.29,0.07,0.18,0.54,0.55,0.46,0.43,0.42,0.18,0.23,0.52,0.39,0.91,0.44,0.76,0.74
linuxsh.csv,0.58,0.54,0.44,0.33,0.18,0.67,0.41,0.3,0.0,0.51,0.61,0.16,0.06,0.0,0.26,0.28,0.32,0.73
migen.csv,0.53,0.56,0.26,0.31,0.36,0.68,0.66,0.46,0.0,0.41,0.49,0.22,0.18,0.15,0.66,0.41,0.43,0.53
moviesandbox.csv,0.46,0.71,0.3,0.28,0.21,0.67,0.54,0.53,0.13,0.49,0.54,0.2,0.44,0.1,0.38,0.26,0.29,0.85
mvnforum.csv,0.0,0.29,0.27,0.07,0.16,0.58,0.41,0.39,0.08,0.53,0.57,0.13,0.45,0.29,0.6,0.32,0.58,0.5
ontomorphtab.csv,0.39,0.74,0.3,0.25,0.26,0.72,0.64,0.58,0.44,0.11,0.55,0.25,0.36,0.19,0.83,0.51,0.74,0.78
opengs.csv,0.29,0.33,0.25,0.47,0.34,0.67,0.4,0.49,0.24,0.36,0.73,0.21,0.37,0.0,0.59,0.44,0.49,0.36
plplot.csv,0.64,0.71,0.3,0.24,0.22,0.73,0.6,0.58,0.4,0.16,0.64,0.24,0.4,0.16,0.77,0.6,0.75,0.6
scite-ru.csv,0.65,0.81,0.38,0.25,0.28,0.72,0.62,0.52,0.52,0.32,0.64,0.2,0.44,0.36,0.69,0.5,0.58,0.82
tokratan.csv,0.47,0.44,0.36,0.44,0.39,0.64,0.56,0.37,0.17,0.19,0.6,0.35,0.45,0.12,0.7,0.49,0.51,0.49
vrjuggler.csv,0.22,0.35,0.0,0.0,0.0,0.09,0.05,0.0,0.15,0.23,0.0,0.0,0.13,0.49,0.01,0.0,0.04,0.32
xuggle.csv,0.63,0.57,0.27,0.33,0.43,0.67,0.55,0.51,0.5,0.2,0.67,0.37,0.46,0.15,0.73,0.43,0.7,0.76
