,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.51,0.37,0.5,0.87,0.16,0.59,0.57,0.12,0.03,0.74,0.63
cubefs.csv,0.18,0.37,0.3,0.53,0.06,0.53,0.6,0.67,0.0,0.62,0.63
iaml.csv,0.5,0.3,0.37,0.51,0.27,0.39,0.69,0.45,0.0,0.57,0.6
ivataopenportal.csv,0.54,0.38,0.34,0.89,0.21,0.72,0.65,0.81,0.0,0.76,0.63
mb-unit.csv,0.53,0.34,0.24,0.78,0.16,0.68,0.51,0.42,0.03,0.84,0.63
mvdsv.csv,0.06,0.21,0.0,0.12,0.86,0.02,0.13,0.12,0.0,0.3,0.15
nova.csv,0.46,0.65,0.3,0.61,0.0,0.41,0.57,0.63,0.04,0.42,0.51
olex2.csv,0.51,0.41,0.33,0.8,0.19,0.68,0.62,0.61,0.0,0.78,0.73
openwbem.csv,0.57,0.32,0.39,0.66,0.28,0.45,0.41,0.67,0.08,0.5,0.59
xcmetadataservicestoolkit.csv,0.33,0.25,0.2,0.62,0.0,0.59,0.52,0.28,0.05,0.77,0.49
