,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.35,0.23,0.36,0.85,0.09,0.5,0.56,1.0,0.02,0.68,0.47
cubefs.csv,0.44,0.23,0.18,0.92,0.04,0.6,0.61,0.77,0.0,0.83,0.46
iaml.csv,0.46,0.25,0.24,0.85,0.15,0.6,0.77,0.83,0.0,0.67,0.51
ivataopenportal.csv,0.42,0.23,0.21,0.86,0.12,0.72,0.56,0.69,0.0,0.73,0.46
mb-unit.csv,0.36,0.22,0.15,0.89,0.09,0.51,0.51,0.81,0.02,0.75,0.49
mvdsv.csv,0.54,0.19,0.0,0.86,0.75,0.5,0.56,0.71,0.0,1.0,0.83
nova.csv,0.37,0.48,0.19,0.87,0.0,0.51,0.68,0.74,0.02,0.85,0.44
olex2.csv,0.35,0.38,0.24,0.87,0.11,0.51,0.66,0.74,0.0,0.78,0.71
openwbem.csv,0.51,0.5,0.36,0.89,0.17,0.48,0.7,0.75,0.04,0.88,0.55
xcmetadataservicestoolkit.csv,0.29,0.17,0.13,0.88,0.0,0.49,0.54,0.87,0.02,0.85,0.63
