,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.16,0.82,0.54,0.38,0.8,0.24,0.94,0.35,0.85,0.91,0.25,0.69,0.67,0.5
carabiner.csv,0.18,0.65,0.53,0.38,0.73,0.56,0.96,0.37,0.84,0.66,0.33,0.77,0.62,0.62
elvishrayrenderer.csv,0.12,0.84,0.4,0.47,0.78,0.64,0.95,0.35,1.0,0.61,0.43,0.63,0.85,0.46
fleet-simulator.csv,0.12,0.53,0.47,0.39,0.7,0.33,0.95,0.33,1.0,0.71,0.24,0.69,0.66,0.37
gmerlin.csv,0.0,0.55,0.47,0.37,0.73,0.3,0.97,0.5,0.87,0.79,0.24,0.74,0.68,0.37
gnome-jabber.csv,0.12,0.59,0.49,0.34,0.73,0.25,0.98,0.32,0.87,0.7,0.28,0.67,0.68,0.46
ipfilter.csv,0.16,0.35,0.53,0.34,0.76,0.33,0.95,0.34,0.97,0.96,0.25,0.69,0.65,0.4
irplus.csv,0.22,0.75,0.6,0.55,0.88,0.6,1.0,0.38,1.0,0.76,0.27,0.74,0.67,0.57
mevenide.csv,0.17,1.0,0.67,0.2,0.83,0.75,1.0,1.0,1.0,1.0,0.56,0.82,0.8,0.5
moving-pictures.csv,0.16,0.7,0.65,0.39,0.7,0.67,0.95,0.38,0.68,0.82,0.21,0.73,0.69,0.74
opensim4opencog.csv,0.22,0.79,0.55,0.45,0.79,0.37,0.94,0.41,1.0,0.76,0.26,0.75,0.63,0.6
rockbox.csv,0.05,0.55,0.56,0.33,0.75,0.31,1.0,0.31,0.86,0.33,0.48,0.79,0.56,0.62
ta3d.csv,0.12,0.0,0.6,0.7,1.0,0.36,1.0,0.0,1.0,0.92,0.38,0.7,0.0,0.0
xcmetadataservicestoolkit.csv,0.14,0.4,0.5,0.41,0.86,0.33,0.95,0.33,0.97,0.93,0.24,0.69,0.66,0.11
