,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,0.07,0.54,0.3,0.32,0.24,0.44,0.42,0.18,0.4,0.32,0.16,0.54,0.24,0.28,0.27,0.49,0.09,0.26,0.48,0.18
alpine.csv,1.0,0.22,0.41,0.57,0.81,1.0,0.32,0.8,1.0,0.21,0.68,0.33,0.59,0.97,0.32,1.0,0.35,0.92,0.72,1.0
autowikibrowser.csv,0.34,0.45,0.78,0.51,0.2,0.56,0.53,0.47,0.21,0.52,0.67,0.47,0.46,0.59,0.32,0.51,0.53,0.81,0.24,0.26
critterding.csv,0.24,0.52,1.0,0.85,0.86,0.56,0.83,0.75,1.0,0.85,0.81,0.89,0.67,0.8,0.85,0.81,0.27,0.94,0.89,0.78
firebird.csv,0.68,0.32,0.94,0.3,0.26,0.33,0.42,0.47,0.86,0.36,0.56,0.87,0.21,0.7,0.58,0.81,0.29,0.92,0.59,0.84
fmri-dmt.csv,0.78,0.66,0.28,0.89,0.86,0.56,0.43,0.55,0.24,0.62,0.82,0.75,0.76,0.72,0.73,0.65,0.72,0.15,0.93,0.99
genecys.csv,0.98,0.42,0.97,0.81,0.8,0.22,0.82,0.73,0.86,0.92,0.98,0.76,0.62,0.99,0.89,0.84,0.88,0.82,0.46,0.87
hydrogen.csv,0.22,1.0,1.0,1.0,0.19,0.11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.48,0.0,1.0,1.0,1.0,1.0
jcae.csv,0.0,0.11,0.19,0.28,0.08,0.22,0.34,0.15,0.17,0.01,0.19,0.22,0.02,0.09,0.15,0.23,0.0,0.29,0.46,0.0
kftpgrabber.csv,0.39,0.06,0.42,0.04,0.2,0.0,0.23,0.02,0.69,0.06,0.13,0.16,0.04,0.06,0.24,0.42,0.09,0.52,0.17,0.0
libarchive.csv,0.51,0.56,0.92,0.51,0.3,0.56,0.7,0.38,0.93,0.52,0.31,0.47,0.41,0.59,0.48,0.79,0.5,0.84,0.39,0.28
mimosa.csv,0.88,0.96,0.43,0.89,0.91,1.0,0.72,0.55,0.29,0.73,0.34,0.95,0.97,0.57,0.74,0.91,0.67,0.68,0.96,0.91
monetdb.csv,0.07,0.39,0.25,0.0,0.12,0.11,0.23,0.16,0.29,0.16,0.02,0.27,0.18,0.19,0.26,0.35,0.12,0.13,0.17,0.01
nosleepsoftware.csv,0.2,0.34,0.0,0.17,0.01,0.22,0.12,0.02,0.0,0.22,0.0,0.04,0.3,0.0,0.0,0.0,0.22,0.02,0.22,0.07
openmsx.csv,0.44,0.77,0.2,0.49,0.9,1.0,0.87,0.6,0.07,0.61,0.0,0.59,0.43,0.04,0.29,0.95,0.29,0.52,0.65,0.29
quarkplayer.csv,0.02,0.09,0.37,0.15,0.28,0.11,0.16,0.06,0.43,0.15,0.66,0.27,0.07,0.35,0.18,0.35,0.06,0.44,0.13,0.65
riff-evolve.csv,0.07,0.2,0.68,0.34,0.14,0.33,0.41,0.24,0.62,0.29,0.2,0.54,0.05,0.51,0.39,0.6,0.11,0.53,0.3,0.07
virtuoso.csv,0.63,0.94,0.99,0.98,0.8,0.33,0.98,0.92,0.95,0.99,0.6,0.86,0.91,0.19,0.97,0.28,0.93,0.76,0.89,0.0
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0
zoolib.csv,0.07,0.42,0.25,0.43,0.2,0.33,0.4,0.39,0.1,0.35,0.18,0.49,0.25,0.04,0.32,0.33,0.12,0.18,0.46,0.06
