,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,0.46,0.66,0.31,0.0,0.43,0.83,0.55,0.67,0.66,0.25,0.72,0.12,0.26,0.49,0.62,0.32,0.22,0.24,0.68,0.49
alpine.csv,0.62,0.53,0.26,0.09,0.27,0.93,0.45,0.67,0.62,0.32,0.47,0.09,0.21,0.38,0.68,0.32,0.41,0.15,0.65,0.59
autowikibrowser.csv,0.48,0.61,0.2,0.43,0.43,0.65,0.53,0.54,0.68,0.19,0.53,0.13,0.13,0.41,0.57,0.32,0.46,0.16,0.7,0.62
critterding.csv,0.6,0.56,0.19,0.38,0.26,0.92,0.46,0.63,0.64,0.14,0.49,0.13,0.08,0.38,0.53,0.36,0.38,0.17,0.57,0.55
firebird.csv,0.57,0.61,0.2,0.06,0.42,0.81,0.59,0.67,0.68,0.2,0.5,0.14,0.2,0.44,0.62,0.36,0.37,0.17,0.65,0.6
fmri-dmt.csv,0.47,0.46,0.23,0.22,0.13,0.63,0.24,0.61,0.63,0.08,0.2,0.14,0.17,0.27,0.24,0.35,0.53,0.5,0.51,0.53
genecys.csv,0.63,0.48,0.19,0.36,0.19,0.83,0.46,0.64,0.6,0.12,0.42,0.12,0.08,0.38,0.48,0.33,0.55,0.16,0.41,0.57
hydrogen.csv,0.28,0.69,0.19,0.41,0.57,0.46,0.49,0.66,0.64,0.15,0.45,0.12,0.16,0.38,0.55,0.0,0.58,0.16,0.62,0.59
jcae.csv,0.26,0.43,0.5,0.0,0.55,0.55,0.55,0.56,0.45,0.38,0.69,0.09,0.19,0.43,0.56,0.33,0.09,0.08,0.63,0.04
kftpgrabber.csv,0.53,0.38,0.13,0.0,0.15,0.2,0.57,0.23,0.39,0.25,0.46,0.15,0.05,0.36,0.73,0.25,0.28,0.05,0.49,0.15
libarchive.csv,0.47,0.67,0.2,0.43,0.39,0.81,0.51,0.47,0.62,0.19,0.65,0.17,0.11,0.39,0.57,0.31,0.49,0.19,0.65,0.65
mimosa.csv,0.61,0.67,0.24,0.43,0.26,0.85,0.48,0.68,0.77,0.19,0.59,0.12,0.16,0.42,0.55,0.34,0.53,0.15,0.62,0.59
monetdb.csv,0.43,0.62,0.43,0.22,0.4,0.53,0.63,0.41,0.15,0.29,0.71,0.07,0.08,0.56,0.54,0.48,0.19,0.13,0.46,0.25
nosleepsoftware.csv,0.25,0.43,0.0,0.63,0.0,0.06,0.18,0.02,0.0,0.17,0.0,0.0,0.09,0.0,0.0,0.0,0.24,0.0,0.42,0.14
openmsx.csv,0.47,0.49,0.08,0.23,0.22,0.93,0.33,0.4,0.09,0.12,0.0,0.11,0.16,0.04,0.19,0.3,0.53,0.23,0.52,0.25
quarkplayer.csv,0.21,0.18,0.1,0.0,0.04,0.09,0.03,0.12,0.53,0.06,0.21,0.26,0.07,0.12,0.14,0.08,0.16,0.17,0.3,0.38
riff-evolve.csv,0.52,0.54,0.23,0.0,0.5,0.79,0.56,0.71,0.61,0.2,0.68,0.15,0.23,0.47,0.6,0.4,0.35,0.19,0.62,0.5
virtuoso.csv,0.54,0.68,0.19,0.41,0.25,0.63,0.48,0.63,0.54,0.15,0.53,0.13,0.17,0.47,0.46,0.17,0.57,0.14,0.57,0.0
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0
zoolib.csv,0.36,0.61,0.34,0.0,0.43,0.76,0.53,0.65,0.58,0.18,0.55,0.15,0.33,0.48,0.59,0.45,0.31,0.11,0.62,0.34
