,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.46,0.41,0.57,0.47,0.37,0.54,0.51,0.37
etics.csv,0.47,0.47,0.86,0.64,0.35,0.9,0.83,0.37
genecys.csv,0.5,0.45,0.53,0.51,0.53,0.51,0.8,0.37
kvs.csv,0.53,0.96,0.56,0.62,0.8,0.51,0.68,0.48
mcore3d.csv,0.83,0.4,0.38,0.49,0.4,0.94,0.53,0.44
miranda.csv,0.64,0.78,0.51,0.57,0.39,0.49,0.42,0.38
ogrehg.csv,0.58,0.45,0.57,0.55,0.41,0.59,0.73,0.37
passwordsafe.csv,0.42,0.47,0.59,0.57,0.42,0.55,0.62,0.4
