,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.49,0.71,0.26,0.56,0.81,0.62,0.52,0.76
etics.csv,0.6,0.63,0.15,0.54,0.73,0.38,0.51,0.76
genecys.csv,0.29,0.75,0.34,0.55,0.83,0.54,0.43,0.75
kvs.csv,0.44,0.28,0.58,0.35,0.09,0.43,0.34,0.51
mcore3d.csv,0.42,0.74,0.34,0.46,0.85,0.26,0.48,0.63
miranda.csv,0.33,0.39,0.26,0.52,0.81,0.53,0.57,0.78
ogrehg.csv,0.5,0.71,0.2,0.62,0.85,0.5,0.51,0.76
passwordsafe.csv,0.43,0.74,0.19,0.6,0.92,0.62,0.63,0.72
