,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.68,0.63,0.42,0.6,0.69,0.7,0.54,0.7
etics.csv,0.71,0.56,0.12,0.51,0.61,0.3,0.44,0.67
genecys.csv,0.43,0.38,0.55,0.48,0.72,0.46,0.47,0.32
kvs.csv,0.57,0.2,0.76,0.36,0.06,0.47,0.37,0.45
mcore3d.csv,0.36,0.67,0.55,0.47,0.53,0.2,0.48,0.55
miranda.csv,0.35,0.3,0.47,0.55,0.51,0.3,0.67,0.72
ogrehg.csv,0.64,0.63,0.29,0.64,0.75,0.52,0.44,0.63
passwordsafe.csv,0.51,0.62,0.28,0.68,0.8,0.73,0.67,0.57
