,reactos-mirror.csv,qgo.csv,kmatplot.csv,nh3d.csv,taokgame.csv,mcore3d.csv,applet2app.csv,gbif-providertoolkit.csv,htmlunit.csv,qtwin.csv,unbvision.csv,wishmaster.csv,autat.csv,all-plasm.csv,acdk.csv,autowikibrowser.csv,uwom.csv
acdk.csv,0.47,0.55,0.32,0.0,0.08,0.81,0.4,0.33,0.52,0.01,0.35,0.11,0.33,0.38,0.99,0.59,0.47
all-plasm.csv,0.42,0.38,0.15,0.05,0.29,0.69,0.32,0.26,0.3,0.0,0.38,0.18,0.17,1.0,0.46,0.52,0.31
applet2app.csv,0.39,0.57,0.3,0.01,0.06,0.66,0.97,0.21,0.32,0.0,0.24,0.21,0.22,0.52,0.38,0.46,0.2
autat.csv,0.51,0.59,0.25,0.01,0.33,0.43,0.4,0.4,0.53,0.0,0.0,0.21,1.0,0.43,0.12,0.46,0.47
autowikibrowser.csv,0.42,0.62,0.34,0.01,0.06,0.78,0.48,0.22,0.4,0.01,0.38,0.2,0.25,0.36,0.44,1.0,0.28
gbif-providertoolkit.csv,0.51,0.43,0.36,0.02,0.38,0.78,0.4,1.0,0.31,0.01,0.28,0.19,0.11,0.75,0.29,0.62,0.41
htmlunit.csv,0.41,0.64,0.21,0.01,0.0,0.68,0.33,0.16,1.0,0.0,0.25,0.15,0.22,0.55,0.53,0.44,0.31
kmatplot.csv,0.39,0.43,1.0,0.01,0.17,0.59,0.36,0.19,0.33,0.01,0.18,0.23,0.33,0.0,0.37,0.48,0.14
mcore3d.csv,0.43,0.56,0.2,0.0,0.11,0.98,0.38,0.22,0.34,0.0,0.32,0.24,0.19,0.38,0.2,0.52,0.24
nh3d.csv,0.1,1.0,0.26,1.0,0.64,0.72,0.45,0.12,0.9,0.02,0.6,0.25,0.33,0.56,1.0,0.64,0.68
qgo.csv,0.41,1.0,0.3,0.02,0.18,0.82,0.52,0.26,0.41,0.0,0.33,0.2,0.3,0.61,0.44,0.64,0.35
qtwin.csv,0.83,1.0,0.29,0.5,0.62,0.94,0.43,1.0,0.75,0.33,0.45,0.38,0.14,1.0,0.76,0.63,0.64
reactos-mirror.csv,0.92,0.55,0.19,0.01,0.12,0.7,0.39,0.25,0.37,0.0,0.33,0.19,0.26,0.38,0.32,0.46,0.2
taokgame.csv,0.61,0.0,0.44,0.0,0.91,1.0,0.49,0.43,0.14,0.01,0.5,0.12,0.28,0.86,0.33,0.55,0.62
unbvision.csv,0.59,0.59,0.29,0.13,0.09,0.74,0.35,0.17,0.48,0.0,1.0,0.17,0.18,0.53,0.28,0.49,0.25
uwom.csv,0.37,0.53,0.18,0.01,0.12,0.71,0.34,0.17,0.31,0.0,0.24,0.28,0.28,0.5,0.35,0.55,0.99
wishmaster.csv,0.0,0.58,0.08,0.0,0.0,0.69,0.3,0.08,0.25,0.0,0.67,1.0,0.14,0.0,0.16,0.44,0.33
