,reactos-mirror.csv,qgo.csv,kmatplot.csv,nh3d.csv,taokgame.csv,mcore3d.csv,applet2app.csv,gbif-providertoolkit.csv,htmlunit.csv,qtwin.csv,unbvision.csv,wishmaster.csv,autat.csv,all-plasm.csv,acdk.csv,autowikibrowser.csv,uwom.csv
acdk.csv,1.0,4.0,3.0,355.0,0.0,1.0,5.0,2.0,1.0,89.0,5.0,7.0,1.0,6.0,0.0,3.0,14.0
all-plasm.csv,0.0,13.0,0.0,0.0,2.0,0.0,8.0,2.0,25.0,688.0,3.0,15.0,5.0,0.0,2.0,7.0,33.0
applet2app.csv,0.0,9.0,0.0,119.0,2.0,0.0,0.0,2.0,24.0,1284.0,3.0,15.0,4.0,0.0,26.0,13.0,43.0
autat.csv,0.0,3.0,0.0,0.0,1.0,6.0,0.0,6.0,4.0,404.0,114.0,5.0,0.0,0.0,9.0,0.0,9.0
autowikibrowser.csv,1.0,1.0,0.0,79.0,2.0,0.0,1.0,0.0,7.0,438.0,2.0,7.0,10.0,0.0,10.0,0.0,2.0
gbif-providertoolkit.csv,11.0,0.0,0.0,71.0,0.0,3.0,0.0,0.0,3.0,113.0,9.0,1.0,4.0,0.0,0.0,2.0,0.0
htmlunit.csv,0.0,2.0,0.0,0.0,91.0,0.0,7.0,0.0,0.0,1261.0,1.0,10.0,1.0,1.0,25.0,18.0,2.0
kmatplot.csv,3.0,14.0,0.0,74.0,4.0,0.0,3.0,2.0,17.0,503.0,18.0,6.0,0.0,50.0,3.0,10.0,39.0
mcore3d.csv,3.0,2.0,5.0,232.0,4.0,0.0,6.0,0.0,16.0,725.0,12.0,2.0,11.0,1.0,44.0,2.0,4.0
nh3d.csv,8.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,159.0,1.0,2.0,2.0,1.0,0.0,5.0,3.0
qgo.csv,3.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,5.0,943.0,1.0,0.0,1.0,0.0,8.0,1.0,0.0
qtwin.csv,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,4.0,0.0
reactos-mirror.csv,0.0,3.0,0.0,66.0,2.0,0.0,2.0,1.0,10.0,1172.0,1.0,7.0,10.0,1.0,3.0,12.0,39.0
taokgame.csv,0.0,64.0,0.0,355.0,0.0,0.0,0.0,1.0,5.0,187.0,1.0,1.0,2.0,0.0,0.0,4.0,2.0
unbvision.csv,0.0,6.0,0.0,0.0,2.0,0.0,8.0,20.0,8.0,1927.0,0.0,8.0,6.0,1.0,3.0,9.0,41.0
uwom.csv,0.0,7.0,0.0,0.0,2.0,1.0,4.0,3.0,33.0,914.0,10.0,4.0,6.0,1.0,58.0,6.0,0.0
wishmaster.csv,875.0,8.0,41.0,355.0,91.0,0.0,7.0,1.0,18.0,711.0,1.0,0.0,3.0,50.0,11.0,6.0,5.0
