,reactos-mirror.csv,qgo.csv,kmatplot.csv,nh3d.csv,taokgame.csv,mcore3d.csv,applet2app.csv,gbif-providertoolkit.csv,htmlunit.csv,qtwin.csv,unbvision.csv,wishmaster.csv,autat.csv,all-plasm.csv,acdk.csv,autowikibrowser.csv,uwom.csv
acdk.csv,0.21,0.29,0.2,0.07,0.13,0.11,0.41,0.24,0.25,0.16,0.24,0.28,0.12,0.53,0.0,0.28,0.16
all-plasm.csv,0.38,0.46,0.37,0.15,0.27,0.4,0.51,0.39,0.35,0.32,0.12,0.44,0.35,0.0,0.26,0.37,0.24
applet2app.csv,0.82,0.6,0.31,0.95,0.61,0.61,0.02,0.57,0.82,0.68,0.86,0.79,0.21,0.33,0.56,0.8,0.94
autat.csv,0.22,0.37,0.12,0.23,0.12,0.21,0.29,0.13,0.07,0.21,0.0,0.31,0.0,0.13,0.05,0.13,0.04
autowikibrowser.csv,0.54,0.37,0.34,0.34,0.4,0.21,0.38,0.48,0.45,0.38,0.29,0.39,0.35,0.6,0.44,0.0,0.48
gbif-providertoolkit.csv,0.09,0.11,0.2,0.24,0.16,0.18,0.21,0.0,0.09,0.16,0.33,0.36,0.12,0.03,0.08,0.15,0.17
htmlunit.csv,0.9,0.29,0.46,0.93,0.15,0.82,0.6,0.7,0.0,0.66,0.61,0.56,0.46,0.47,0.22,0.59,0.13
kmatplot.csv,0.59,0.6,0.0,0.22,0.12,0.28,0.31,0.33,0.45,0.24,0.64,0.28,0.06,0.03,0.2,0.44,0.72
mcore3d.csv,0.45,0.46,0.55,0.79,0.62,0.04,0.52,0.58,0.57,0.46,0.48,0.36,0.62,0.83,0.58,0.63,0.57
nh3d.csv,0.02,0.0,0.22,0.0,0.06,0.18,0.11,0.34,0.01,0.07,0.02,0.2,0.03,0.4,0.0,0.17,0.04
qgo.csv,0.54,0.0,0.39,0.52,0.45,0.26,0.28,0.3,0.49,0.58,0.21,0.46,0.24,0.3,0.36,0.33,0.34
qtwin.csv,0.01,0.0,0.09,0.0,0.04,0.02,0.09,0.0,0.01,0.0,0.07,0.13,0.09,0.0,0.02,0.13,0.05
reactos-mirror.csv,0.05,0.37,0.8,0.68,0.87,0.67,0.64,0.54,0.58,0.57,0.59,0.49,0.54,0.87,0.72,0.87,0.88
taokgame.csv,0.09,0.0,0.12,0.0,0.01,0.0,0.07,0.06,0.03,0.17,0.11,0.23,0.19,0.03,0.07,0.09,0.07
unbvision.csv,0.13,0.31,0.47,0.04,0.73,0.37,0.93,0.36,0.24,0.84,0.0,0.25,0.75,0.6,0.81,0.41,0.61
uwom.csv,0.25,0.51,0.72,0.95,0.6,0.37,0.66,0.45,0.45,0.51,0.22,0.21,0.41,0.2,0.5,0.35,0.0
wishmaster.csv,0.0,0.29,0.35,0.0,0.04,0.09,0.29,0.16,0.27,0.3,0.01,0.0,0.09,0.0,0.06,0.17,0.09
