,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.8,0.92,0.5,0.99,0.0
k3b.csv,0.32,0.88,0.41,0.45,0.45
myfaces.csv,0.52,0.39,0.35,0.98,0.41
robocode.csv,0.52,0.55,0.44,0.53,0.45
zildo.csv,0.65,0.45,0.86,0.82,0.63
