,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.21,0.21,1.0,0.1,0.03
k3b.csv,0.63,0.3,0.45,0.3,0.98
myfaces.csv,0.58,0.66,0.72,0.9,0.81
robocode.csv,1.0,0.51,0.7,0.39,0.69
zildo.csv,0.55,0.98,0.27,0.16,0.6
